Date,High,SPTAUUSDOZ.IDC,GC.CMX,AU.SHF,AU9999.SGE,USDCHF.FX,SPX.GI,IXIC.GI,000300.SH,N225.GI,FTSE.GI,GDAXI.GI,FCHI.GI,HSI.HI,USDX.FX,USDCNY.IB,EURUSD.FX,USDJPY.FX,GBPUSD.FX,USDCAD.FX,USDCNH.FX
2017/6/9,2901.71,1281.8,1284.6,285.4,283.19,0.9728,2446.2,6341.7,3590.8872,20096.01,7545.12,12821.03,5320.17,26090.33,97.5017,6.8033,1.1238,110.815,1.2845,1.354,6.7946
2017/6/12,2997.26,1270.37,1272.4,281.9,280.74,0.9696,2430.38,6183.81,3603.6901,19949.07,7540.53,12782.73,5286.1,25957.78,97.3293,6.8002,1.1232,110.45,1.2769,1.3471,6.7976
2017/6/13,2789.04,1269,1271,281.6,279.75,0.9702,2441.49,6226.41,3584.4094,19929.03,7540.05,12790.3,5273.87,25883.22,97.2909,6.7996,1.1226,110.275,1.2757,1.3326,6.7978
2017/6/14,2786.83,1281.5,1284.2,282.4,279.72,0.9736,2443.75,6237.53,3571.2483,20009.93,7545.07,12921.17,5314.96,25915.46,97.1315,6.7979,1.1296,110.35,1.2818,1.3271,6.7932
2017/6/15,2534.71,1266.72,1268.5,284.65,281.33,0.9771,2433.95,6170.15,3542.2796,19963.36,7474.51,12804.47,5235.88,25772.28,97.5619,6.8130,1.123,110.975,1.2796,1.3309,6.8132
2017/6/16,2539.92,1257.14,1258.6,279.8,277.47,0.9758,2433.15,6161.56,3536.1401,20015.16,7478.99,12762.35,5273.68,25719.97,97.5659,6.8172,1.1203,111.415,1.2805,1.3275,6.8333
2017/6/19,2662.85,1255.66,1257.3,279.8,278,0.976,2453.82,6243.31,3554.91,20087.71,7537.84,12912.85,5331.32,25939.72,97.5814,6.8215,1.1214,111.605,1.2815,1.3258,6.8309
2017/6/20,2763.45,1248.1,1249.4,278.9,277.5,0.9768,2450.66,6234.01,3563.6964,20318.11,7561.07,12951.54,5339.55,26043.1,97.8747,6.8369,1.1166,111.795,1.2759,1.3287,6.8373
2017/6/21,2772.01,1247.82,1248.8,278.5,276.5,0.9756,2442.23,6236.66,3587.9863,20215.11,7477.17,12804.42,5286.06,25846.52,97.8084,6.8395,1.117,111.735,1.2711,1.3348,6.8338
2017/6/22,2723.74,1254.82,1256,280.3,277.55,0.9744,2441.62,6257.68,3635.5273,20191.42,7448.48,12806.02,5286.46,25867.94,97.6488,6.8370,1.1179,111.455,1.2692,1.3339,6.8376
2017/6/23,2765.17,1258.9,1260,280.55,277.88,0.973,2441.4,6269.37,3623.2352,20152.58,7441.79,12787.22,5283.88,25770.37,97.5892,6.8435,1.1209,111.435,1.2744,1.3309,6.845
2017/6/26,2615.25,1258.11,1259,281.55,278.8,0.9738,2450.42,6303.45,3671.9435,20196.38,7480.95,12841.31,5323.73,25875.48,97.4726,6.8445,1.1221,111.935,1.2761,1.3273,6.8598
2017/6/27,2552.45,1253.1,1253.8,279.45,277,0.9734,2440.15,6234.32,3676.5328,20250.1,7451.68,12751.2,5284.96,25929.61,97.4555,6.8445,1.135,112.47,1.286,1.3263,6.859
2017/6/28,2603.98,1254.88,1255.7,279.3,276.99,0.9647,2442.97,6238.29,3672.1887,20224.3,7445.31,12671.28,5273.95,25821.36,96.6235,6.8049,1.1392,112.415,1.2972,1.3199,6.817
2017/6/29,2588.83,1253.19,1253.2,279.15,277.08,0.96,2442.73,6216.6,3669.1345,20266.59,7451.95,12729.18,5272.94,25965.42,96.0739,6.7966,1.1446,112.93,1.3015,1.3045,6.807
2017/6/30,2559.25,1248.24,1248.2,277.35,275,0.9599,2432.71,6170.63,3669.7584,20044.01,7377.38,12459.69,5192.39,25816.25,95.8318,6.7838,1.1446,112.595,1.3031,1.3013,6.7964
2017/7/3,2595,1242.71,1242.6,276.3,273.65,0.9644,2439.17,6177.36,3667.5957,20096.14,7386.11,12486.29,5200.73,25821.39,96.2464,6.8000,1.1428,113.48,1.3025,1.3013,6.7992
2017/7/4,2631.59,1226.5,1226,273.35,272.15,0.966,,,3646.8455,20197.16,7383.45,12481.81,5197.81,25838.27,96.3377,6.8022,1.1378,113.47,1.296,1.3016,6.8085
2017/7/5,2622.65,1228.82,1228.4,273.3,271.5,0.9689,2434.9,6163.62,3660.7291,20087.01,7386.92,12496.82,5192.51,25559.18,96.5148,6.8032,1.137,113.69,1.2948,1.3015,6.808
2017/7/6,2616.72,1229.37,1229.5,273.2,271.1,0.9661,2424.28,6127.98,3666.7745,20078.88,7373.85,12490.72,5177.62,25599.7,96.3479,6.8052,1.1426,113.475,1.2983,1.2985,6.8062
2017/7/7,2916.14,1228.5,1228.1,273.25,270.79,0.9654,2426.92,6164.94,3657.1131,19979.93,7359.48,12388.68,5155.42,25409.9,96.1561,6.8095,1.144,114.19,1.2977,1.2995,6.8055
2017/7/10,2537.16,1215.58,1215,272.35,271,0.9676,2432,6191.27,3667.8455,20127.76,7388.02,12482.95,5179.34,25622.75,96.2072,6.8048,1.1418,114.295,1.2909,1.2933,6.8098
2017/7/11,2413.47,1217.6,1217.1,270.7,268,0.9697,2429.3,6200.58,3701.2087,20200.88,7386.88,12539.18,5186.44,25941.47,96.2087,6.8072,1.1481,114.495,1.2927,1.2945,6.812
2017/7/12,2423.71,1225.77,1225.2,271.65,269.39,0.9663,2445.76,6265.64,3691.5814,20153.04,7439.08,12648.19,5239.02,26147.3,95.9839,6.7943,1.149,113.97,1.2908,1.2941,6.8016
2017/7/13,2425.22,1224.42,1223.6,272.45,269.8,0.9689,2449.32,6281.45,3690.4832,20183.8,7428.24,12676.52,5259.47,26383.76,95.9253,6.7869,1.1457,113.53,1.2955,1.2771,6.789
2017/7/14,2363.25,1232.9,1232.7,271.5,269.8,0.9701,2463.54,6321.76,3703.094,20163.67,7419.81,12662.01,5246.78,26416.68,95.8368,6.7849,1.1472,113.575,1.3115,1.2749,6.7872
2017/7/17,2230.49,1236.1,1235.4,273.45,270.79,0.9659,2462.82,6330.97,3716.47,,7426.37,12656.13,5246.23,26618.66,95.3486,6.7762,1.1488,112.87,1.3115,1.27,6.7727
2017/7/18,2387.61,1244.54,1244.1,274.4,271.65,0.9636,2460.92,6344.55,3667.5408,20081.29,7418.53,12572.86,5233.15,26540.17,95.1945,6.7685,1.1584,112.69,1.3126,1.2703,6.7688
2017/7/19,2397.17,1244.02,1243.5,274.75,271.9,0.9562,2473.83,6387.73,3731.0468,20032.46,7442.84,12475.17,5218.99,26682.64,94.8947,6.7587,1.1559,112.235,1.3053,1.2653,6.7596
2017/7/20,2900.7,1247.6,1247.2,274.75,272,0.9621,2477.62,6398.26,3750.1938,20157.11,7502.73,12575.52,5251.25,26794.18,95.168,6.7725,1.1657,112.42,1.3034,1.2642,6.772
2017/7/21,2838.41,1255.9,1262.1,275.85,273.2,0.9524,2472.54,6388.78,3751.6947,20135.33,7515.12,12464.12,5208.85,26778.42,94.3596,6.7705,1.1684,112.085,1.3021,1.2611,6.7648
2017/7/24,2777.26,1258.79,1265.1,277.45,274.46,0.9476,2473.1,6417.7,3755.1902,20002.54,7453.22,12235.85,5143.48,26882,94.1278,6.7656,1.1685,111.31,1.3057,1.2552,6.7614
2017/7/25,2768.08,1257.89,1264.2,277.4,274.47,0.9527,2481.24,6425.45,3752.1559,20036.31,7453.74,12301.67,5193.19,26889.7,94.128,6.7560,1.1713,111.955,1.3084,1.2534,6.759
2017/7/26,2610.76,1263.51,1269.8,276.5,273.82,0.9596,2481.69,6432.38,3738.5316,20116,7487.05,12341.03,5208.33,27007.27,94.2892,6.7595,1.174,112.2,1.3123,1.2542,6.7602
2017/7/27,2693.32,1265.27,1271.3,278.05,275.3,0.9663,2484.04,6460.84,3716.6888,20176.39,7461.85,12293.9,5218.56,27169.15,94.1075,6.7460,1.1777,111.715,1.3159,1.2575,6.754
2017/7/28,2897.45,1270.83,1277,277.95,275.45,0.9727,2473.53,6379.7,3725.5378,20056.16,7443.01,12183.77,5144.03,27047.88,93.9564,6.7490,1.1764,111.36,1.3152,1.2569,6.7486
2017/7/31,2889.62,1271.17,1277.3,278.95,276.1,0.9714,2477.96,6396.59,3746.5207,19983.9,7425.52,12210.3,5148.15,27324.38,93.535,6.7352,1.1846,110.775,1.3225,1.2529,6.7441
2017/8/1,2921.35,1274.11,1280.3,278.5,276.48,0.9684,2478.51,6375.75,3770.4043,20000.46,7440.14,12302.38,5148.49,27558,93.1237,6.7228,1.1846,110.59,1.3244,1.2553,6.7318
2017/8/2,2762.53,1272.8,1279,279.05,276,0.9714,2480.38,6394.21,3784.3511,20113.73,7434.71,12275,5135.14,27747.35,93.1653,6.7284,1.1911,110.99,1.3251,1.2593,6.7344
2017/8/3,2813.31,1270.83,1277,278.8,275.64,0.9717,2476.03,6368.53,3766.3452,20070.16,7484.53,12184.6,5142.91,27601.05,93.0418,6.7319,1.1893,110.83,1.3268,1.2619,6.7372
2017/8/4,2899.33,1270.16,1276.5,278.55,276,0.9765,2480,6361.49,3738.7312,19984.51,7519.06,12321.98,5216.4,27615.03,93.7659,6.7300,1.189,111.05,1.3165,1.2669,6.7369
2017/8/7,3397.68,1259.9,1265.6,277.25,275.6,0.9748,2480.95,6386.03,3730.7774,20085.9,7533.74,12336,5220.59,27731.92,93.5421,6.7287,1.1813,110.92,1.3061,1.2715,6.7376
2017/8/8,3484.85,1265.2,1271,276.5,273.54,0.9765,2490.87,6423.35,3737.3344,20076.8,7551.85,12329.97,5231.65,27867.56,93.8401,6.7155,1.1819,110.83,1.3039,1.2706,6.7316
2017/8/9,3422.76,1278.7,1284.7,277.6,276.69,0.9755,2474.41,6355.04,3738.999,19945.28,7542.73,12227.52,5183.37,27876.12,93.8935,6.7080,1.1761,110.39,1.3028,1.2723,6.7169
2017/8/10,3453.45,1287.8,1293.8,278.8,275.98,0.9675,2465.38,6318.28,3746.8614,19829.88,7498.06,12158.92,5148.47,27791.36,93.8118,6.6722,1.1785,110.17,1.3016,1.2746,6.6939
2017/8/11,3679.72,1292.05,1298.1,280.3,277.28,0.9639,2448.09,6266.89,3700.4944,,7389.96,12046.89,5086.06,27184.21,93.5091,6.6770,1.1847,109.39,1.303,1.2753,6.6945
2017/8/14,4325.13,1290.42,1296.4,280.3,277.99,0.9733,2468.22,6346.83,3698.3663,19598.41,7377.66,12195.43,5136.19,27268.23,93.4976,6.6727,1.1839,109.79,1.3022,1.2731,6.6905
2017/8/15,4455.97,1282.07,1287.7,279.75,277,0.9759,2468.9,6350.74,3719.2931,19824.12,7399.35,12234.64,5158.5,27438.42,94.1464,6.6860,1.1793,110.85,1.2971,1.2778,6.7022
2017/8/16,4381.23,1283.84,1289.5,277.9,275.22,0.9766,2474.93,6374.56,3707.144,19776.86,7444.98,12301.4,5200.16,27422.3,94.1544,6.6980,1.1779,110.95,1.2902,1.277,6.7067
2017/8/17,4484.7,1290.12,1296,280.45,277.5,0.9698,2465.02,6334.23,3722.6239,19739.04,7433.74,12290.05,5180.26,27624.52,94.0827,6.6787,1.1791,110.365,1.2909,1.2684,6.6889
2017/8/18,4370.13,1300.83,1306.9,280.5,278.7,0.9669,2440.27,6254.22,3733.4914,19543.13,7387.87,12178.09,5117.04,27236.32,93.7772,6.6819,1.1775,109.59,1.2916,1.2692,6.6882
2017/8/21,4109.14,1293.85,1299.7,282.6,279.6,0.9685,2430.58,6226.93,3744.2631,19509.53,7331.95,12149.58,5105.94,27221.31,93.5833,6.6742,1.1827,109.425,1.2917,1.2607,6.683
2017/8/22,4128.76,1292.54,1298.1,280.95,278.3,0.9689,2454.77,6302.84,3758.2924,19437.25,7387.55,12234.79,5137.54,27509.06,93.5852,6.6639,1.1825,109.65,1.2909,1.2595,6.6734
2017/8/23,4255.78,1291.5,1297,280.4,277.68,0.9699,2448.91,6291.3,3772.4568,19561.32,7394.52,12269.92,5149.08,,93.6316,6.6680,1.1823,109.83,1.2833,1.2599,6.6714
2017/8/24,4376.39,1291.2,1296.8,279.9,278.22,0.9669,2450.39,6302.85,3765.7082,19428.55,7437.87,12254.75,5136.3,27642.23,93.383,6.6645,1.1817,109.61,1.2837,1.2561,6.665
2017/8/25,4455.7,1294.57,1301.4,279.75,277.99,0.9663,2453.96,6308.72,3795.9693,19485.97,7439.53,12249.44,5141.05,27878.37,93.4439,6.6680,1.1941,109.83,1.289,1.2541,6.6642
2017/8/28,4403.93,1312.07,1317.8,280.9,278.42,0.9579,2449.12,6292.26,3866.9422,19535.5,,12173.53,5106.25,28071.59,92.5546,6.6459,1.1983,109.41,1.2943,1.2509,6.6436
2017/8/29,4625.68,1326,1331.9,283.8,281.5,0.9561,2449.19,6311.26,3847.9303,19371.9,7401.62,12032.32,5041.89,27839.83,92.4774,6.6240,1.207,109.89,1.2978,1.2551,6.6274
2017/8/30,4626.52,1313.7,1319.3,284.3,281.85,0.9645,2460.31,6374.48,3854.7062,19538.23,7381.33,12040.82,5069.12,28127.9,92.9503,6.6000,1.1985,110.435,1.2939,1.2637,6.6132
2017/8/31,4736.05,1323.63,1329,281.3,279.5,0.9679,2475.01,6435.27,3840.199,19687.99,7443.68,12115.55,5104.78,27994.06,93.3494,6.6022,1.1913,110.67,1.2935,1.2663,6.6084
2017/9/1,4892.01,1328.82,1334.5,282.65,280.48,0.9653,2480.38,6449.65,3843.6176,19735.96,7460.52,12191.23,5138.42,28116.7,92.9365,6.5865,1.1979,110.42,1.2996,1.2492,6.5964
2017/9/4,4591.63,1339.82,1345.5,285,282.67,0.9637,,,3847.0906,19628.4,7438.5,12138.41,5114.7,27884.46,92.7174,6.5565,1.1922,109.93,1.2966,1.2426,6.5653
2017/9/5,4427.84,1344.33,1349.7,284.05,282.04,0.9615,2471.97,6426.51,3865.2938,19542.78,7437.51,12210.25,5125.8,27871.76,92.7345,6.5549,1.194,109.83,1.3043,1.2417,6.5592
2017/9/6,4617.25,1342.44,1347.7,284.45,282.49,0.9583,2469.64,6407.4,3858.2481,19371.38,7372.92,12260.76,5114.29,27684.26,92.3762,6.5495,1.1949,109.39,1.3083,1.2415,6.5504
2017/9/7,4655.04,1349.88,1355.5,284.1,282.98,0.9595,2468.62,6413.07,3858.1617,19482.72,7412.68,12363.6,5148.06,27817.87,92.2603,6.5305,1.2059,109.27,1.3117,1.2241,6.5421
2017/9/8,4661,1357.5,1362.4,283.95,282.35,0.9508,2467.11,6391.41,3843.0186,19357.49,7396.98,12321.61,5117.89,27708.09,91.5502,6.4891,1.2093,108.49,1.3224,1.2165,6.5168
2017/9/11,4261.67,1340.03,1344.6,283.85,282.6,0.9569,2488.95,6439.11,3850.7409,19567.03,7434.07,12481.77,5180.25,27976.98,91.9875,6.5290,1.2034,109.51,1.3223,1.2171,6.5396
2017/9/12,4344.65,1332.1,1336.3,282.75,282,0.9618,2496.77,6455.02,3849.3885,19792.06,7435.84,12558.03,5219.08,28071.54,92.0817,6.5495,1.1978,110.25,1.3299,1.219,6.5514
2017/9/13,4131.98,1334.75,1340.5,282.05,280.75,0.9661,2498.37,6460.42,3847.7841,19888.84,7401.3,12565.85,5227,27984.27,92.5318,6.5447,1.1995,110.69,1.3329,1.222,6.5489
2017/9/14,3920.6,1330.81,1334.9,282.05,281.98,0.9705,2498.43,6455.32,3854.4931,19918.39,7390.7,12552.16,5233.54,27895.07,92.6677,6.5600,1.1921,111.025,1.3406,1.224,6.5699
2017/9/15,3733.45,1334.34,1338.2,282.9,281.49,0.9647,2500.23,6464.27,3843.297,19933.4,7295.39,12561.35,5237.17,27893.58,92.1696,6.5535,1.1987,111.33,1.3616,1.2218,6.552
2017/9/18,4079.23,1320,1324,281.95,280.7,0.9641,2508.32,6477.77,3862.3589,,7257.45,12613.56,5239.88,28160.39,92.2149,6.5761,1.1969,111.655,1.3618,1.2337,6.578
2017/9/19,4094.07,1311.67,1315.3,280.3,279.6,0.9649,2507.84,6467.79,3857.303,20320.78,7285.67,12566.2,5238.29,28248.12,92.0571,6.5987,1.2007,111.87,1.3551,1.2308,6.5958
2017/9/20,4031.39,1316.1,1319.8,280.35,280,0.9719,2508.85,6466.05,3850.9426,20339.37,7289.93,12593.25,5248.79,28149.36,92.7003,6.5780,1.2027,112.53,1.3654,1.239,6.5948
2017/9/21,3916.42,1301.71,1305,280.95,279.96,0.9747,2507.16,6448.57,3860.7977,20481.27,7289.16,12621.28,5275.42,28184.37,92.66,6.6066,1.1953,112.71,1.3587,1.2369,6.603
2017/9/22,3758.27,1298.7,1301.9,278,277.39,0.9709,2503.47,6429.54,3842.252,20417.07,7320.28,12646.56,5295.93,27960.92,92.2255,6.5989,1.2005,112.55,1.3596,1.2351,6.5858
2017/9/25,3950.25,1312.1,1315.8,277.85,277.98,0.9746,2502.54,6408.06,3835.3894,20454.29,7312.45,12633.06,5286.83,27851.54,92.7296,6.6265,1.1937,112.51,1.3571,1.2386,6.618
2017/9/26,3969.89,1313.62,1317.1,282.15,280.86,0.9727,2503.51,6405.01,3821.6928,20385.5,7311.82,12629.93,5274.58,27567.88,93.2944,6.6400,1.1861,112.47,1.3514,1.2414,6.6446
2017/9/27,4210.05,1296.21,1299.2,281.2,280.2,0.9769,2511.75,6472.65,3832.566,20278.09,7327.5,12685.19,5289.89,27673.4,93.6101,6.6432,1.1796,113.25,1.3462,1.2484,6.6498
2017/9/28,4279.31,1288.77,1291.6,278.95,278.29,0.9759,2510.81,6456.23,3827.3308,20399.87,7323.33,12708.7,5295.27,27665.16,93.6678,6.6770,1.1803,113.205,1.3456,1.252,6.6781
2017/9/29,4214.63,1290.33,1293.2,279.05,277.85,0.9721,2519.44,6497.98,3852.2236,20370.33,7382.67,12828.86,5329.81,27581.13,93.2667,6.6842,1.1833,112.73,1.3442,1.2529,6.6734
2017/10/9,4878.71,1285.44,1288,277.6,276.94,0.9807,2551.82,6599.34,3918.8391,,7523.65,12996.64,5378.51,28488.35,93.8449,6.6566,1.1756,112.75,1.3184,1.256,6.6556
2017/10/10,4922.17,1294.19,1296.7,277.3,277.32,0.98,2555.23,6608.3,3900.7418,20823.66,7543.88,12980.45,5372.27,28503.84,93.7466,6.6029,1.1825,112.83,1.3226,1.2555,6.6157
2017/10/11,4873.73,1293.52,1295.9,277.3,277.8,0.9767,2555.24,6604.21,3913.0695,20898.41,7550.17,12976.32,5367.38,28625.66,93.3745,6.5980,1.1869,112.59,1.3235,1.253,6.5921
2017/10/12,5446.91,1297.45,1299.8,277.5,276.68,0.9763,2555.33,6613.5,3917.4435,20994.4,7565.11,13002.34,5361.92,28528.71,93.2356,6.5980,1.1879,112.525,1.329,1.249,6.5887
2017/10/13,5840.3,1304.4,1306.4,277.5,276.75,0.9771,2557.65,6616.58,3927.1744,21211.29,7556.24,13036.74,5371.65,28492.39,93.2417,6.5908,1.1875,112.31,1.3337,1.252,6.5879
2017/10/16,5776.23,1306.04,1308.4,278.85,278.15,0.9769,2559.47,6632.5,3947.4239,21347.07,7557,13026.45,5371.62,28792.06,93.3598,6.5933,1.1819,112.29,1.3312,1.2558,6.5861
2017/10/17,5800.35,1296.24,1298.4,279.05,278.5,0.9809,2559.71,6628.6,3924.6141,21393.96,7550.44,13034.42,5376.69,28777.18,93.7207,6.6265,1.1799,112.47,1.3286,1.259,6.6189
2017/10/18,5603.82,1288.85,1290.8,276.95,277.5,0.9835,2564.11,6635.52,3944.4106,21402.76,7555.24,13094.76,5394.23,28729.34,93.8028,6.6295,1.1805,113.05,1.3205,1.2533,6.6317
2017/10/19,5744.35,1290.5,1292.8,276.45,275.8,0.9816,2562.36,6605.29,3944.0349,21503.85,7542.87,13042.62,5377.81,28798.78,93.5561,6.6390,1.1858,113.15,1.3228,1.2495,6.6398
2017/10/20,6060.11,1291.08,1292.9,276.9,276.8,0.9853,2575.44,6640.03,3928.9607,21489.26,7560.04,13063.57,5392.09,28519.76,93.7865,6.6258,1.1858,113.57,1.3201,1.263,6.6273
2017/10/23,6075.59,1283.25,1284.7,276.05,275.85,0.9881,2578.29,6641.57,3936.2729,21723.6,7542,13069.4,5408.74,28557.8,94.0186,6.6415,1.1778,114.09,1.3224,1.266,6.6435
2017/10/24,5935.52,1283.64,1285.3,276.25,275.7,0.9912,2572.18,6611.9,3959.4951,21805.17,7535.22,13055.65,5413.03,28356.1,93.9961,6.6370,1.1793,114.015,1.3227,1.2693,6.6429
2017/10/25,5754.33,1279.99,1281.3,275.45,275,0.9939,2567.4,6600.65,3978.0893,21921.36,7528.46,13049.47,5416.54,28387.21,94.0125,6.6480,1.1817,114.25,1.3271,1.2817,6.6518
2017/10/26,5976.8,1282.52,1283.8,275.85,274.88,0.9979,2567.07,6582.76,4013.5988,21793.62,7488.26,13144.65,5459.61,28316.2,94.7188,6.6435,1.1836,114.07,1.3279,1.2858,6.6568
2017/10/27,5988.39,1274.03,1275.2,275.65,274.99,1.0037,2582.98,6708.13,4024.4645,22016.5,7520.76,13249.03,5513.53,28494.52,95.1569,6.6645,1.1657,114.45,1.3164,1.2917,6.6637
2017/10/30,6214.99,1278.9,1279.9,274.8,273.76,0.9997,2580.03,6727.39,4033.3394,22086.88,7507.02,13255.38,5507.56,28650.82,94.9336,6.6505,1.1659,113.83,1.3215,1.2861,6.6508
2017/10/31,6470.43,1278.14,1279.1,275.15,274.1,0.9995,2578.29,6737.75,4009.2828,22020.38,7516.85,,5511.25,28354.11,94.7069,6.6404,1.1661,113.73,1.3289,1.2914,6.6404
2017/11/1,6767.31,1280.9,1281.9,274.15,274.3,1.0037,2588.4,6759.66,4032.4581,22455.92,7532.36,13488.59,5536.4,28606.59,94.8631,6.6380,1.1657,114.27,1.332,1.291,6.64
2017/11/2,7367.33,1284.2,1285.1,274.2,273.99,1.0035,2581.11,6719.97,3999.2262,22540.25,7562.26,13460.86,5520.81,28643.58,94.8414,6.6135,1.1687,114.21,1.3298,1.2876,6.6157
2017/11/3,7461.29,1280.34,1281.2,274.8,273.98,1.0025,2588.42,6765.14,3999.3373,,7580.95,13505.01,5521.92,28661.29,95.0185,6.6375,1.1689,114.43,1.3131,1.2836,6.6389
2017/11/6,7445.77,1282.92,1283.9,274.65,274.12,1.0029,2593.38,6790.67,4021.6382,22644.68,7572.9,13481.23,5513.31,28650.79,95.0846,6.6410,1.1623,114.73,1.3175,1.2783,6.6446
2017/11/7,7253.32,1281.85,1282.8,275.4,274.77,1.0019,2597.02,6795.52,4064.2178,22953.18,7582.85,13525.56,5525.55,29017.4,95.1506,6.6395,1.1616,114.33,1.3178,1.282,6.6426
2017/11/8,7776.42,1287.2,1288.1,275.05,274.98,1.0007,2595.47,6791.65,4089.1457,22922.8,7534.49,13419.77,5496.08,29123.44,94.959,6.6444,1.1611,114.025,1.3176,1.2779,6.6466
2017/11/9,7446.83,1288.7,1289.5,276.15,275.45,1.0018,2586.5,6758.93,4076.6102,23382.15,7532.2,13402.05,5479.7,29192.51,94.9638,6.6440,1.1656,114.07,1.3166,1.274,6.6553
2017/11/10,7312,1286.08,1287.7,281.2,276.52,0.9969,2583.81,6757.35,4116.7142,22724.39,7500.29,13216.97,5415.88,29237.85,94.654,6.6460,1.1677,113.63,1.3229,1.2696,6.6628
2017/11/13,6811.19,1279.771,1279.9,281.15,277.21,0.9987,2587.66,6766.3,4137.6455,22607.92,7469.3,13163.94,5384.76,29258.5,94.6433,6.6525,1.1676,113.71,1.3181,1.2742,6.6625
2017/11/14,6764.98,1283.6,1283.8,280.15,276,0.9971,2579.66,6743.63,4133.5462,22532.3,7436.57,13139.27,5365.64,29320.03,94.5444,6.6444,1.1805,113.91,1.3188,1.2773,6.6577
2017/11/15,7342.25,1289.503,1290,280.3,275.3,0.9911,2572.84,6725.32,4102.8071,22305.24,7415.09,12996.12,5312.39,29106.49,93.902,6.6359,1.1859,113.49,1.3211,1.2789,6.6404
2017/11/16,7967.38,1281.763,1281.8,280.65,275.99,0.9945,2590.09,6806.67,4107.617,22392.13,7393.28,13071.94,5345.23,29095.49,93.9984,6.6390,1.1801,113.325,1.3208,1.2783,6.6404
2017/11/17,8004.59,1297.1,1297.5,280.1,275.18,0.9944,2583.96,6797.75,4122.3756,22757.4,7406.53,13089.72,5350.25,29341.92,93.951,6.6359,1.1821,113.145,1.326,1.2822,6.6475
2017/11/20,8336.86,1294.773,1295.1,284.15,276.51,0.9937,2584.64,6795.83,4144.5144,22410.24,7397.39,13085.17,5348.15,29299.87,94.1056,6.6377,1.1809,112.71,1.3279,1.2821,6.6525
2017/11/21,8348.66,1284.714,1284.5,282,276.79,0.9947,2601.19,6862.67,4220.2636,22563.25,7422.18,13209.01,5385.86,29818.07,94.1682,6.6421,1.1757,112.705,1.3267,1.2837,6.6507
2017/11/22,8302.26,1294.658,1294.6,280.6,275.82,0.9915,2600.94,6874.52,4260.6395,22677.34,7460.91,13191.96,5391.01,30199.69,94.009,6.6332,1.1827,112.49,1.333,1.2788,6.6342
2017/11/23,8267.4,1293.572,1297.6,280.95,275.68,0.9829,,,4214.1895,,7422.73,13049.08,5391.89,30169.99,93.3177,6.6055,1.1855,111.37,1.3337,1.2725,6.6005
2017/11/24,8374.16,1293.203,1297.6,280.45,275.9,0.9827,2604.21,6890.02,4116.5942,22567.2,7425.19,13160.81,5419.88,29918.92,93.2523,6.6073,1.1945,111.63,1.336,1.2748,6.6044
2017/11/27,9818.35,1299.3,1303.4,280.5,275.35,0.982,2606.41,6897.43,4088.9318,22659.33,7438.39,13117.76,5408.47,29859.11,92.9397,6.6078,1.1961,111.69,1.3383,1.2771,6.6025
2017/11/28,10125.7,1297.413,1301.3,282.4,276.3,0.9853,2627.69,6914.19,4056.4753,22580.99,7469.61,13071.01,5398.19,29687.45,93.3393,6.6096,1.1919,111.63,1.3388,1.2825,6.6096
2017/11/29,11517.4,1296.7,1300.4,282.05,276.25,0.987,2634.89,6908.33,4069.2418,22643.93,7460.65,13196.15,5441.69,29831.19,93.4373,6.6200,1.1883,112.15,1.3448,1.2873,6.6219
2017/11/30,10801,1285.267,1288.4,281.6,276.49,0.9883,2657.74,6888.65,4052.797,22748.32,7416.26,13177.57,5429.65,29353.51,93.5092,6.6180,1.1931,112.63,1.3549,1.291,6.6272
2017/12/1,11046.7,1289.286,1292.5,279.35,274.9,0.9871,2650.62,6872.17,4027.1064,22994.31,7355.43,13064.29,5378.32,29345.97,93.2537,6.6210,1.1941,112.87,1.3549,1.2902,6.6173
2017/12/4,11657.2,1280.18,1280.5,279.95,274.29,0.9867,2665.19,6899.23,4032.9859,22864.33,7369.65,13117.75,5400.1,29343.78,93.3556,6.6212,1.1879,113.09,1.3539,1.2727,6.6236
2017/12/5,12032,1277.035,1279.8,278.3,273.48,0.9888,2648.72,6836.46,4045.9331,22682.71,7373.9,13094.38,5392.48,29124.24,93.492,6.6190,1.1878,112.87,1.3482,1.2705,6.6259
2017/12/6,14369.1,1269.3,1271.8,277.7,272.99,0.9909,2634.41,6787.42,4031.7533,22528.21,7369.71,13033.75,5385.53,28929.21,93.6569,6.6277,1.1847,112.63,1.3445,1.2807,6.6236
2017/12/7,17899.7,1264.58,1266.8,276.35,271.91,0.9947,2640.99,6829.29,4017.9465,22515.24,7371.73,13083.08,5396.31,28478.34,93.8016,6.6193,1.1813,113.15,1.3484,1.2869,6.6249
2017/12/8,18353.4,1252.366,1254.4,273.95,269.8,0.9978,2651.65,6870.48,4014.1387,22819.71,7412.21,13240.92,5425.75,28705.76,94.0885,6.6240,1.1777,113.59,1.352,1.288,6.6294
2017/12/11,17513.9,1251.522,1253.4,273.2,269,0.9937,2660.33,6879.8,4069.4997,22938.73,7458.4,13192.42,5411.71,28998.51,93.9853,6.6190,1.1811,113.69,1.3429,1.2869,6.6256
