Date,High,SPTAUUSDOZ.IDC,GC.CMX,AU.SHF,AU9999.SGE,USDCHF.FX,SPX.GI,IXIC.GI,000300.SH,N225.GI,FTSE.GI,GDAXI.GI,FCHI.GI,HSI.HI,USDX.FX,USDCNY.IB,EURUSD.FX,USDJPY.FX,GBPUSD.FX,USDCAD.FX,USDCNH.FX
2016/3/14,416.68,1261.1,1261.9,265.9,265.75,0.9881,2024.57,4762.27,3106.8002,17291.35,6197.83,10039.61,4535.91,20512.03,96.7181,6.5015,1.1176,114,1.4389,1.3308,6.497
2016/3/15,418.13,1238.11,1238.7,263.75,263.49,0.9895,2015.94,4735.27,3077.0846,17279.3,6174.57,9973.58,4488.78,20366.56,96.8694,6.5134,1.1125,114.12,1.4305,1.3402,6.5128
2016/3/16,417.69,1263.98,1264.8,259.55,259.49,0.9913,2032.02,4774.79,3100.3518,17102.45,6186.18,10021.7,4502.96,20383.2,97.0671,6.5239,1.1242,113.82,1.4273,1.3405,6.5258
2016/3/17,421,1270.94,1271.9,264.35,263.95,0.9786,2046.24,4788.09,3147.8413,17253.03,6220.02,10055.29,4501.68,20619.34,95.8244,6.5001,1.1342,112.96,1.4503,1.3132,6.4988
2016/3/18,420.55,1266.86,1267.7,264.85,264.49,0.9717,2052.36,4804.58,3197.668,16920.91,6237.02,9961.48,4472.73,20687.97,95.1739,6.4853,1.1337,111.76,1.4514,1.3043,6.4784
2016/3/21,413.42,1256,1256.7,262.5,262.58,0.973,2053.91,4814.85,3267.7751,,6215.3,10095.46,4481.11,20772.46,95.4214,6.4900,1.1285,111.97,1.4468,1.3102,6.486
2016/3/22,418.38,1260.17,1260.9,261.45,262.22,0.9736,2056.6,4835.6,3249.6772,17107.8,6193.47,9990,4431.97,20765.07,95.7485,6.4980,1.1261,112.49,1.4397,1.3138,6.4979
2016/3/23,419.27,1249.43,1249.8,262.95,262.5,0.9766,2048.55,4816.67,3242.2466,17142.08,6216.76,10112.17,4467.86,20693.48,96.2346,6.5058,1.1223,112.9,1.4227,1.3219,6.5098
2016/3/24,418.68,1223.84,1225.6,256.85,257.99,0.9773,2036.04,4773.51,3221.9061,17041.16,6199.11,9977.99,4392.81,20499.4,96.3684,6.5183,1.1187,113,1.4183,1.3296,6.5248
2016/3/25,418.08,1216.78,,256.75,256.8,0.9787,,,3204.4423,17026.14,,,,,96.3537,6.5220,1.1179,113.32,1.4157,1.3284,6.5294
2016/3/28,426.86,1223.1,1225.1,256.65,256.8,0.9786,2042.67,4787.39,3229.6237,17167.88,,,,,96.4034,6.5203,1.122,113.69,1.4282,1.3285,6.5292
2016/3/29,426.2,1243.1,1245.2,256.6,256.47,0.9762,2055.91,4849.31,3178.0748,17137.2,6156.67,9947.03,4382.98,20386.32,96.2222,6.5120,1.1303,113.8,1.4404,1.3216,6.5192
2016/3/30,416.83,1244.25,1246.8,259.8,259.32,0.967,2072.21,4899.14,3216.6755,17078.03,6221.8,10097.7,4466.5,20820.73,95.2205,6.4880,1.1365,112.8,1.4459,1.3081,6.4968
2016/3/31,418.37,1240.41,1242.3,258.1,262.8,0.9663,2067.92,4891.3,3241.9268,17033.65,6203.39,10021.34,4419.62,20872.55,95.0319,6.4686,1.1412,112.66,1.4426,1.3011,6.4807
2016/4/1,418.17,1235.37,1237.2,257.8,257.19,0.9625,2075.07,4917.09,3222.6124,16719.56,6174.9,9851.31,4331.28,20786.18,95.105,6.4879,1.1437,112.58,1.4371,1.3147,6.4842
2016/4/5,424.26,1236.8,1238.8,256.35,257,0.9604,2062.5,4872.7,3271.9301,16066.18,6164.74,9661.3,4285.73,20311.86,94.9839,6.4800,1.1405,111.33,1.4279,1.3218,6.487
2016/4/6,424.53,1232.18,1233.8,257.7,257.1,0.9621,2067.33,4921.51,3267.64,15828.61,6161.63,9635.91,4284.64,20249.84,95.067,6.4890,1.1432,110.64,1.4171,1.3186,6.4937
2016/4/7,423.66,1243.25,1245,257.1,256.56,0.9581,2063.01,4901.49,3270.8202,15871.1,6204.11,9702.18,4316.78,20370.52,94.6643,6.4768,1.1454,109.9,1.4157,1.318,6.4908
2016/4/8,425.36,1242.8,1244.6,259.35,258.45,0.9582,2060.63,4892.6,3197.7736,16027.63,6216.28,9675.03,4315.59,20370.44,94.6816,6.4806,1.1419,109.1,1.4141,1.3156,6.4933
2016/4/11,422.74,1258.71,1260.9,261.15,261.05,0.957,2062.93,4897.55,3251.5717,15778.74,6229.66,9751.93,4338.81,20550.95,94.3519,6.4731,1.1447,108.44,1.4286,1.3016,6.4852
2016/4/12,427.28,1262.65,1264.7,262,262.63,0.9593,2065.05,4879.6,3232.2642,15963.03,6248.27,9770.47,4348.4,20546.43,94.3958,6.4756,1.1464,108.78,1.4348,1.2919,6.4856
2016/4/13,426.66,1256.75,1258.7,262.65,263,0.9672,2083.18,4951.91,3296.5228,16405.59,6362.89,10026.1,4490.31,21171.29,94.8538,6.4770,1.1391,109.4,1.4279,1.2828,6.486
2016/4/14,425.37,1244.1,1245.9,261.05,260.47,0.9688,2087.84,4961.3,3286.0716,16911.05,6373.93,10098.44,4515,21511.08,95.1994,6.4899,1.1295,109.54,1.4207,1.2897,6.5009
2016/4/15,429.93,1231.98,1237.6,258.25,258.99,0.9688,2083.22,4950.43,3282.9846,16928.67,6372.52,10070.04,4508.16,21423.06,95.0554,6.4884,1.1317,109.73,1.4242,1.2901,6.4989
2016/4/18,429.27,1241.61,1243.3,258.7,258.5,0.9679,2094.66,4960.79,3252.6706,16526.9,6354.88,10147.85,4517.08,21172,94.8282,6.4823,1.1332,108.99,1.429,1.299,6.4919
2016/4/19,436.02,1256.64,1258.5,260,260.02,0.965,2104.05,4968.67,3250.7253,16900.33,6418.25,10370.8,4577.87,21459.04,94.5553,6.4775,1.1385,109.48,1.4419,1.2794,6.486
2016/4/20,443.05,1257.98,1259.8,262.5,262,0.9733,2111.05,4969.32,3248.4218,17099.36,6421.91,10440.13,4596.33,21452.82,94.5965,6.4745,1.1388,109.88,1.441,1.273,6.4832
2016/4/21,450.55,1270.4,1272.4,264.15,263,0.9753,2103.78,4966.61,3198.557,17381.7,6427.32,10474.38,4607.69,21634.74,94.7002,6.4848,1.1398,109.9,1.444,1.275,6.489
2016/4/22,449.81,1252.63,1254.2,266.5,264.7,0.9797,2094.32,4921.66,3175.3799,17572.49,6381.58,10422.86,4580.52,21495.79,95.202,6.5015,1.1308,111.8,1.4451,1.2758,6.5074
2016/4/25,466.62,1242.26,1243.8,261.3,261,0.9786,2089.37,4904.87,3172.2694,17613.56,6324.6,10399.3,4574.46,21430.57,95.098,6.5100,1.1278,111.8,1.4519,1.2717,6.5098
2016/4/26,467.96,1244.84,1246.5,260,259.79,0.9766,2096.87,4915,3181.0954,17426.02,6297.88,10385.23,4579.12,21419.92,94.8165,6.4972,1.1339,111.47,1.4639,1.2685,6.5093
2016/4/27,467.08,1252.75,1254.6,261.45,260.84,0.9753,2099.89,4872.91,3188.8264,17417.54,6319.91,10323.25,4564.7,21442.51,94.8309,6.4960,1.1361,111.75,1.4619,1.2693,6.5142
2016/4/28,449.55,1269.7,1271.7,262.75,262.2,0.9733,2099.3,4889.16,3174.7662,17572.27,6322.4,10331.93,4557.36,21654.07,94.5848,6.5027,1.1368,111.88,1.4623,1.2606,6.5158
2016/4/29,455.38,1297,1299,267.95,266.7,0.9671,2073.85,4807.89,3171.2887,,6322.4,10252.08,4508.83,21235.39,93.7893,6.4889,1.146,108.2,1.4671,1.2587,6.4928
2016/5/3,451.1,1301.77,1303.9,271.65,270.8,0.9554,2077.18,4791.43,3218.485,,6270.03,10061.95,4437.65,21061.77,93.1366,6.4928,1.1616,107.44,1.477,1.2731,6.5058
2016/5/4,450.38,1289.74,1291.8,273.65,275,0.959,2060.3,4751.64,3222.8816,,6185.59,9959.42,4387.75,20580.38,93.3713,6.5073,1.1529,107.36,1.4572,1.2885,6.521
2016/5/5,448.51,1286.44,1288.4,272.7,269.72,0.9696,2060.23,4744.55,3217.282,,6152.59,9921.37,4346.2,20534.76,93.863,6.5087,1.1494,107.5,1.4529,1.2875,6.5212
2016/5/6,461.38,1295.6,1297.7,272,269.19,0.9729,2057.72,4736.16,3216.893,16271.61,6129.9,9917.63,4311.49,20377.94,93.9686,6.5100,1.1478,107.42,1.4541,1.2951,6.5238
2016/5/9,462.48,1287.58,1289.5,273.45,270.9,0.9736,2064.15,4771.94,3115.4301,16292.86,6177.6,10068.53,4363.56,20303.19,94.2096,6.5186,1.142,108.61,1.4479,1.3015,6.5212
2016/5/10,461.93,1270.01,1272,268.95,267.79,0.9763,2084.87,4811.3,3084.7245,16587.63,6180.19,10106.93,4374.75,20294.46,94.3611,6.5240,1.141,109.37,1.4478,1.298,6.5426
2016/5/11,454.58,1279.11,1280.8,269.45,267.34,0.9761,2083.29,4812.19,3102.8768,16814.64,6172.72,10055.7,4340.58,20347.76,94.2773,6.5150,1.1447,109.35,1.4488,1.2942,6.5212
2016/5/12,454.95,1280.88,1282.5,270,267.99,0.9726,2073.99,4779.46,3095.3489,16658.07,6193.21,10078.19,4361.88,20100.5,94.1986,6.5170,1.143,109.39,1.453,1.2878,6.55
2016/5/13,457.05,1276.31,1277.7,270.7,268.2,0.9774,2066.79,4759.29,3103.0955,16804.17,6138.5,9979.93,4335.15,19881.91,94.8458,6.5319,1.138,109.55,1.4452,1.2957,6.5596
2016/5/16,458.2,1288.8,1290.4,272.4,269.7,0.9784,2071.88,4791.25,3095.5554,16632.62,6157.24,,4316.28,19998.76,94.6868,6.5312,1.1342,109.09,1.4415,1.2962,6.5598
2016/5/17,455.07,1282.26,1283.9,273.15,270.4,0.9809,2065.69,4776.15,3105.2013,16655.89,6215.88,10080.31,4362.33,20145.77,94.7081,6.5285,1.1349,109.65,1.4524,1.2955,6.5494
2016/5/18,456,1281.6,1283.5,271.55,268.95,0.988,2060.61,4762.28,3072.6122,16795.47,6169.33,9946.27,4322.23,19923.83,95.2397,6.5398,1.1316,110.25,1.4634,1.3037,6.5803
2016/5/19,454.63,1261.3,1262.3,271.2,268.4,0.9922,2044.21,4735.27,3086.977,16841.04,6165.8,9899.86,4314.23,19793.46,95.5058,6.5530,1.123,110.38,1.4663,1.3154,6.5788
2016/5/20,444.05,1259.94,1261.2,266.85,265,0.9926,2058.35,4781.7,3078.5316,16770.87,6156.5,9921.59,4353.9,19954.33,95.4655,6.5493,1.1237,110.58,1.4613,1.3162,6.5667
2016/5/23,444.35,1256.04,1256.8,267.45,265.88,0.9923,2055.58,4792.64,3098.4782,16691.5,6173.06,9971.74,4357.08,19955.03,95.4794,6.5585,1.1243,110.26,1.4549,1.3174,6.5668
2016/5/24,447.1,1252.21,1252.8,265.75,264.1,0.9937,2079.67,4865.99,3083.2571,16605.04,6231.85,10077.65,4440.65,19870.16,95.6647,6.5590,1.1227,110.13,1.4642,1.3188,6.5694
2016/5/25,450.3,1230.25,1233.4,263.6,262.5,0.9937,2094.73,4905.45,3089.1022,16806.03,6270.25,10233.06,4490.17,20379.66,95.6686,6.5658,1.1167,110.45,1.4729,1.3133,6.5695
2016/5/26,453.64,1234.3,1237.2,261.75,260.4,0.9926,2094.3,4909.38,3072.524,16957.56,6281.73,10286.23,4513.77,20404.73,95.4596,6.5620,1.1217,110.23,1.4739,1.3037,6.5665
2016/5/27,478.15,1223.58,1225.8,261.55,260.39,0.9949,2099.06,4933.51,3073.7562,16901.09,6275.9,10298.76,4518.22,20620.15,95.7799,6.5680,1.12,110.45,1.4688,1.3068,6.5779
2016/5/30,544.35,1213.45,,258.95,258.88,0.9956,,,3075.2613,17068.02,,10338.41,4531.18,20765.61,95.9662,6.5830,1.1145,111.45,1.4641,1.3095,6.5921
2016/5/31,546.62,1218.25,1220.6,259,257.6,0.9951,2103.48,4951.45,3170.926,17251.36,6290.07,10365.24,4536.63,20974.71,95.8922,6.5865,1.1173,111.35,1.4724,1.3134,6.5925
2016/6/1,543.08,1220.43,1222.9,260.45,258.85,0.9951,2100.97,4958.98,3181.7926,17145.95,6233.18,10283.82,4507.22,20898.45,95.9071,6.5945,1.1194,110.83,1.4507,1.3122,6.5993
2016/6/2,540.35,1217.66,1220,259.8,258.88,0.991,2105.26,4971.36,3168.824,16819.85,6220.27,10241.75,4486.56,20878.21,95.5845,6.5840,1.122,109.58,1.4473,1.3144,6.5888
2016/6/3,574.64,1244.75,1247.4,259.5,258.85,0.992,2104.07,4958.66,3201.7492,16716.14,6251.74,10282.72,4492.2,21049.2,95.6414,6.5880,1.1373,109.14,1.4582,1.3106,6.596
2016/6/6,586.47,1248.76,1251.3,264.75,262.8,0.9776,2113.36,4980.14,3197.2204,16581.3,6301.56,10148.96,4435.63,21039.87,94.2771,6.5669,1.1393,107.65,1.4482,1.2982,6.5716
2016/6/7,590.26,1246.59,1249,265.5,263.7,0.9714,2119.22,4979.38,3186.6167,16701.01,6322.6,10312.53,4486.47,21351.33,94.0855,6.5740,1.138,107.9,1.4642,1.2839,6.5784
2016/6/8,582.84,1264.42,1267.2,266.7,265.48,0.9659,2120.55,4979.66,3174.9719,16830.92,6304.51,10266.37,4473.29,21352.37,93.8918,,1.141,107.38,1.46,1.2761,6.5798
2016/6/13,716,1287.2,1290.3,274.4,272.28,0.9678,2098.12,4894.85,3145.6057,16335.38,6115.76,9755.23,4275.97,20664.59,94.753,6.5899,1.1303,106.84,1.4315,1.2839,6.6096
2016/6/14,704.5,1289.83,1293,275.25,278,0.9668,2081.3,4863.01,3078.7494,16082.5,6044.97,9620.84,4199.54,20537.92,95.0247,6.5966,1.1299,106.42,1.4219,1.2873,6.6152
2016/6/15,696.3,1296.84,1300,275.8,273.4,0.9663,2085.65,4868.17,3128.6733,15997.3,6007.49,9665.21,4204.01,20553.58,95.0469,6.6047,1.1296,106.4,1.4218,1.2943,6.6157
2016/6/16,773.72,1315.61,1318.9,280.4,278.19,0.9686,2079.62,4847.86,3112.4755,15913.08,5966.8,9582.38,4162.37,20297.4,95.3213,6.5917,1.1295,106,1.4253,1.3086,6.6064
2016/6/17,775.36,1299.58,1302.7,281.15,278.52,0.9659,2078.2,4835.02,3131.0485,15774.87,6046.1,9705.29,4218.53,20282.04,94.6429,6.5932,1.1296,104.83,1.4387,1.2962,6.6036
2016/6/20,764.08,1292.27,1296.8,276.35,274.5,0.9641,2100.66,4882.15,3118.7254,16035.44,6236.53,9996.56,4351.21,20551.02,93.9839,6.5830,1.1382,104.84,1.4718,1.286,6.5986
2016/6/21,735.88,1294.26,1297.4,275.05,273.2,0.9628,2093.66,4852.2,3155.4927,16202.3,6250.19,10051.07,4382.91,20681.79,94.1414,6.5932,1.135,105.06,1.4783,1.2826,6.596
2016/6/22,678.67,1270.69,1273.5,271.6,270.4,0.9628,2099.71,4875.93,3134.0608,16160.99,6315.62,10149.81,4416.98,20841.51,94.1252,6.5936,1.1347,104.97,1.4843,1.2853,6.5992
2016/6/23,629.33,1271.91,1274.9,271.2,269.09,0.9655,2113.32,4910.04,3129.7207,16263.87,6380.58,10340.84,4490.55,20889.05,93.6162,6.5833,1.1428,106.82,1.5018,1.2818,6.5953
2016/6/24,681.73,1358.8,1362.6,283.35,283.5,0.98,2103.81,4798.22,3130.5391,16389.17,6338.55,9720.12,4198.9,21034.18,96.7013,6.6285,1.1424,106.62,1.5006,1.3099,6.6522
2016/6/27,655.28,1335.43,1340,285.2,283.59,0.9819,2031.45,4665.04,3120.6405,15323.95,6138.69,9589.28,4115.47,20329.16,96.7057,6.6587,1.1083,102.48,1.3484,1.312,6.6878
2016/6/28,659.25,1326.24,1329.5,285.65,284,0.9837,2036.09,4692.98,3139.4301,15443.82,6170.26,9554.41,4119.08,20196.2,96.4629,6.6534,1.1111,102.84,1.3419,1.3108,6.6894
2016/6/29,644.68,1327.82,1331,284.8,283.4,0.9823,2073.13,4787.59,3158.0762,15626.66,6360.06,9640.39,4206.35,20456.58,96.2046,6.6547,1.1131,103.02,1.3533,1.3042,6.6856
2016/6/30,675.4,1324.18,1326.5,285.5,283.59,0.982,2098.94,4843.11,3163.7205,15781.69,6504.33,9695.59,4249.53,20828.03,96.4198,6.6550,1.1154,103.39,1.3496,1.3016,6.7078
2016/7/1,686.15,1344.53,1347,288.65,286.37,0.9781,2108.71,4880.17,3170.2583,15765,6587.44,9806.47,4288.72,,96.0825,6.6620,1.1169,103.3,1.3349,1.2975,6.6786
2016/7/4,683.66,1357.5,,293.7,291.25,0.9758,,,3210.6016,15805.31,6612.13,9808.99,4288.66,21166.02,95.8985,6.6670,1.1163,102.8,1.3341,1.2918,6.6828
2016/7/5,683.49,1357.62,1360.3,292.85,300,0.9774,2095.05,4839.13,3216.7029,15702.04,6561.58,9659.41,4216.06,20945.98,96.2551,6.6816,1.1185,102.59,1.3284,1.3017,6.696
2016/7/6,681.9,1375.15,1377.5,297.7,295.5,0.9806,2100.72,4861.05,3217.5158,15434.46,6580.32,9530.59,4153.41,20560.06,96.5304,6.6980,1.1111,101.73,1.3027,1.3056,6.708
2016/7/7,682.43,1370.71,1372.9,297.4,295.99,0.9793,2109.08,4889.01,3220.5404,15418.9,6579.25,9507.91,4167.88,20731.12,96.34,6.6902,1.1107,101.4,1.3047,1.302,6.703
2016/7/8,666.71,1370.34,1371.8,294.6,293.99,0.9865,2131.71,4959,3204.9283,15399.7,6605.83,9655.92,4210.34,20645.59,96.699,6.6928,1.112,101.27,1.3014,1.309,6.7087
2016/7/11,659.63,1375.12,1376.5,297,295.2,0.9858,2143.16,5002.5,3235.9623,15816.67,6695.07,9841.86,4271.71,20972.85,96.7869,6.6933,1.1074,102.89,1.3018,1.3139,6.708
2016/7/12,675.26,1357.67,1358.9,294.75,293.28,0.9898,2155.4,5032.1,3273.4738,16237.62,6703.09,10013.49,4342.67,21252.64,96.6434,6.6935,1.1123,104.98,1.3295,1.3133,6.707
2016/7/13,668.7,1345.28,1346.3,292.35,292,0.9894,2156.45,5036.39,3300.9912,16444.25,6717.17,10001.87,4358.67,21441.23,96.603,6.6932,1.112,104.88,1.3336,1.3083,6.7017
2016/7/14,662.9,1347.13,1348,291.85,292,0.9848,2168.99,5045.18,3281.9503,16398.73,6743.42,10109.86,4402.23,21581.42,96.4041,6.6890,1.1165,105.94,1.3475,1.2987,6.6978
2016/7/15,667.08,1338.8,1339.5,289.2,287.4,0.9847,2169.05,5044.81,3285.026,16607.32,6669.24,10098.75,4383.69,21739.21,96.7329,6.6889,1.1149,106.32,1.3481,1.2987,6.7194
2016/7/18,681.55,1335.48,1336,289.2,287.99,0.9847,2168.35,5063.53,3281.6375,,6715.58,10160.3,4408.13,21822,96.7143,6.7030,1.1084,106.26,1.3312,1.3023,6.7063
2016/7/19,673.28,1335.04,1335.5,290.25,288.44,0.9877,2164.63,5052.24,3264.7303,16726.71,6711.69,10050.77,4357.34,21767.88,97.148,6.7011,1.108,106.53,1.3275,1.3054,6.7206
2016/7/20,672.93,1338.4,1338.8,289.7,288.2,0.9904,2175.63,5098.25,3254.5076,16692.84,6736.57,10146.71,4391.57,21895.23,97.3308,6.6925,1.103,107.44,1.325,1.3096,6.712
2016/7/21,666.22,1333.91,1334,285.6,285.16,0.9906,2174.56,5102.78,3271.3739,16938.96,6732.07,10195.65,4389.9,22118.22,97.2218,6.6833,1.1058,107.49,1.3275,1.3101,6.6864
2016/7/22,666.58,1333.8,1334,288,286.3,0.9895,2175.11,5103.52,3253.7694,16691.81,6735.94,10181.24,4398.27,21972.87,97.5494,6.6800,1.1041,106.4,1.3288,1.3185,6.6866
2016/7/25,661.83,1323.84,1331.4,286.5,285.8,0.9895,2173.71,5100.72,3243.7902,16778.65,6756.13,10264.06,4419.77,22071.77,97.5761,6.6830,1.0999,106.72,1.3165,1.3242,6.6912
2016/7/26,656.22,1324.51,1332,286.25,284.99,0.9928,2173.54,5122.3,3269.7457,16535.81,6744.8,10275.41,4405.66,22300.51,97.316,6.6799,1.103,105.89,1.3176,1.3244,6.6892
2016/7/27,657.46,1342.42,1350,285.95,284.19,0.995,2174.98,5151.06,3276.5112,16821.43,6780.05,10352.32,4469.9,22277.24,97.5327,6.6739,1.107,106.54,1.3235,1.3252,6.6829
2016/7/28,657.59,1345.56,1352.6,289.8,287.95,0.9866,2172.85,5160.16,3235.7816,16616.28,6762.72,10381.9,4474.67,22214.72,96.8004,6.6633,1.1119,105.5,1.3248,1.3192,6.6794
2016/7/29,657.8,1355.01,1362,289.8,288.88,0.981,2177.09,5175.81,3225.4184,16679.19,6740.47,10355.31,4439.81,22152.75,96.6988,6.6564,1.1197,105.42,1.3301,1.3186,6.6794
2016/8/1,626.12,1354.94,1361.9,290.7,288.67,0.9703,2178.29,5199.13,3199.9751,16677.49,6769.41,10459.34,4477.44,22260.95,95.8254,6.6445,1.1181,102.68,1.3272,1.313,6.648
2016/8/2,612.85,1367.3,1374.2,291.4,290.4,0.9686,2170.2,5181.02,3189.0529,16541.88,6694.14,10330.64,4398.2,,95.8523,6.6495,1.1234,102.83,1.3365,1.3141,6.6608
2016/8/3,573.36,1366.47,1373.4,293.35,291.9,0.9738,2163.79,5159.74,3197.1573,16275.34,6673.63,10189.15,4347.94,21822.22,95.6122,6.6365,1.1223,101.57,1.3371,1.3148,6.6444
2016/8/4,579.5,1365.01,1371.4,292.55,291.89,0.975,2168.19,5174,3201.5539,16270.12,6749.67,10282.17,4359.79,21922.42,95.9072,6.6453,1.1156,101.66,1.3345,1.3089,6.654
2016/8/5,578.28,1364.71,1371,293.55,292.2,0.983,2182.87,5227.23,3224.873,16355.98,6802.41,10374.33,4416.66,22193.29,96.5257,6.6512,1.1161,102.06,1.3175,1.32,6.6722
2016/8/8,592.99,1338.32,1343.9,290.1,291.99,0.9842,2185.44,5228.4,3234.4795,16652.04,6829.47,10478.75,4441.16,22503.28,96.4757,6.6653,1.1105,102.65,1.3097,1.319,6.6743
2016/8/9,591.09,1342.6,1348.5,288.2,289,0.9843,2187.66,5238.54,3257.3336,16779.59,6863.1,10701.33,4468.34,22496.75,96.5292,6.6642,1.1122,102.53,1.3043,1.319,6.672
2016/8/10,599.98,1357.4,1363.6,291.4,290.07,0.9818,2183.41,5227.96,3261.8609,16822.86,6866.42,10708.25,4465.89,22618.04,96.1429,6.6524,1.119,101.96,1.3094,1.3122,6.672
2016/8/11,597.54,1353.37,1359.4,291.25,289.98,0.9766,2188.45,5235.29,3274.0261,,6914.71,10742.84,4503.95,22689.94,95.9495,6.6439,1.1191,102.05,1.3028,1.308,6.6512
2016/8/12,589.91,1356.5,1362.5,290.6,289.28,0.9765,2186.28,5233.34,3294.2337,16943.67,6931.04,10735.11,4510.06,22816.75,95.9945,6.6474,1.1221,102.27,1.3035,1.2992,6.6568
2016/8/15,573.58,1343.81,1349.1,291.05,289.3,0.9759,2193.81,5271.36,3417.9147,16932.11,6955.34,10802.32,4528,22975.74,95.8072,6.6488,1.1204,101.46,1.2945,1.2975,6.6567
2016/8/16,581.74,1358.05,1364.3,289.6,288.65,0.9733,2186.24,5248.26,3418.6884,16887.57,6941.19,10737.07,4499.59,23084.52,95.6496,6.6404,1.1322,101.29,1.3051,1.2933,6.6478
2016/8/17,580.89,1351.64,1356.8,289.35,289.6,0.9658,2183.08,5230.09,3394.3887,16772.11,6920.76,10696.76,4478.58,23029.48,95.1124,6.6375,1.1316,101.16,1.3086,1.2917,6.6476
2016/8/18,577.79,1356.09,1361.5,290.25,289.3,0.9624,2187.03,5243.17,3394.7912,16714.61,6893.35,10625.33,4447.25,23193.9,94.7462,6.6348,1.1366,100.5,1.3173,1.2853,6.6476
2016/8/19,578.24,1352.86,1357.9,289.9,288.99,0.9611,2185,5245.81,3374.045,16613.04,6871.48,10618.11,4436.87,23153.74,94.6317,6.6568,1.1359,100.46,1.3185,1.2892,6.6624
2016/8/22,588.45,1341.2,1345.7,289.5,288.5,0.9648,2185.15,5252.13,3372.8331,16631.23,6884.61,10656.25,4443.07,23005.16,94.9614,6.6663,1.1331,100.93,1.3157,1.2965,6.6746
2016/8/23,589.47,1344.78,1348.8,287.65,287.5,0.9635,2193.42,5275.74,3359.6477,16663.64,6885.39,10627,4436.15,22998.93,94.5904,6.6544,1.1355,100.39,1.321,1.2946,6.6618
2016/8/24,583.59,1340.13,1344.1,288.45,287.9,0.9684,2186.66,5262.99,3348.1291,16648.07,6868.51,10653.17,4453.73,23036.07,94.9177,6.6610,1.1311,100.61,1.3273,1.2958,6.6728
2016/8/25,580.45,1327.04,1330.2,286.65,287.29,0.9687,2179,5230.59,3315.0812,16628.79,6836.22,10576.56,4415.31,22898.12,94.8294,6.6616,1.1297,100.61,1.3264,1.2939,6.6728
2016/8/26,580.62,1342.3,1346,285.15,284.9,0.9793,2187.94,5253.39,3328.9453,16490.53,6857.29,10613.06,4455.61,22997.4,95.5999,6.6749,1.1341,101.94,1.3278,1.3011,6.6972
2016/8/29,576.28,1325.11,1328.5,288.8,287.28,0.9807,2183.48,5245.12,3315.0789,16764.64,,10566.69,4437.82,22922.68,95.8382,6.6850,1.1208,102.39,1.3139,1.3047,6.7028
2016/8/30,578.36,1325.48,1328.9,285.65,285,0.9844,2182.27,5241.63,3325.1218,16752.16,6851.83,10688.48,4475.02,23073.52,96.1405,6.6820,1.1192,103.13,1.312,1.3103,6.6974
2016/8/31,577.86,1316.13,1319.2,284.75,284.99,0.9863,2173.79,5219.89,3333.9729,16917.86,6832.89,10666.81,4486.84,23063.15,96.256,6.6835,1.1165,103.53,1.3158,1.3145,6.6975
2016/9/1,576.31,1315.12,1318.6,283.6,283.5,0.9885,2173.56,5229.94,3329.3455,16941.18,6826.22,10676.32,4490.91,23193.03,96.2368,6.6808,1.1205,104,1.3318,1.3148,6.6944
2016/9/2,575.64,1330.4,1334,284.05,282.95,0.9819,2184.87,5263.39,3320.4252,16946.49,6928.25,10693.64,4548.04,23306.48,95.9593,6.6831,1.1252,104.32,1.3352,1.3115,6.6996
2016/9/5,609.05,1328.63,,287,285.75,0.9814,,,3338.4197,17156.36,6910.66,10740.39,4566.55,23688.41,95.8991,6.6806,1.1182,104.13,1.3376,1.2995,6.698
2016/9/6,610.83,1352.61,1357.2,287,286.3,0.981,2186.57,5275.91,3347.9511,17097.59,6887.92,10742.49,4557.95,23787.68,95.862,6.6877,1.1263,103.81,1.3445,1.2933,6.6995
2016/9/7,614.54,1352.58,1357.6,291.7,290.45,0.9709,2187.87,5287.61,3357.3567,17024.26,6856.12,10775.93,4561.36,23830.75,95.0644,6.6724,1.1265,102.13,1.343,1.2914,6.6814
2016/9/8,628.77,1349.4,1353.9,291,289.5,0.9737,2184.94,5271.01,3343.395,17001.84,6889.64,10780.42,4569.62,23928.93,95.1439,6.6695,1.1327,102.59,1.3375,1.2939,6.6812
2016/9/9,626.83,1339.57,1343.6,290.15,289.69,0.9784,2169.08,5225.94,3344.951,17029.78,6862.38,10671.66,4541.76,24364,95.5808,6.6855,1.1285,103.05,1.3336,1.3053,6.6992
2016/9/12,608.46,1330.26,1333.8,289.2,288.58,0.9763,2163.3,5217.88,3276.7163,16802,6776.95,10431.9,4439.8,23625.37,95.4493,6.6835,1.1268,102.67,1.3347,1.3124,6.699
2016/9/13,611.19,1332.1,1335.9,288.1,286.84,0.9784,2150.47,5195.03,3269.2224,16787.06,6724.74,10507.04,4470.26,23652.41,95.6772,6.6809,1.126,102.75,1.3339,1.319,6.692
2016/9/14,611.95,1326.06,1329.8,287.1,286.1,0.979,2141.33,5201.34,3254.995,16706.61,6720.29,10450.41,4407.48,23371.53,95.6644,6.6791,1.1274,103.36,1.3243,1.3208,6.692
2016/9/19,610.93,1318.5,1321.8,284.85,285.1,0.9819,2153.61,5281.07,3264.8995,,6813.95,10381.93,4398.97,23625.92,96.0668,6.6733,1.1198,102.41,1.3091,1.322,6.6714
