Date,Bitcoin,ISG,IFG,DFG,DSG,UFE,SP500,NASDAQ,SH300,N225,FTSE,GDAXI,FCHI,HSI,USDX,UYE,EUE,UJE,GUE,UDE,CNH
2017/4/11,2.983268673,3.022216871,3.024414821,2.121883324,2.049361182,1.491281838,2.173821597,2.460137371,2.875990296,1.870542523,2.44140406,2.786374959,2.440377969,2.690655701,1.732388478,1.010235495,1.708474044,2.646448982,2.138077753,1.41880985,0.446374498
2017/4/12,2.293866778,2.622915239,2.611278847,2.740665513,2.809296125,2.049266968,1.730629586,1.999945318,2.104961046,2.173648449,2.120923863,2.422383581,2.393436473,2.71984746,2.129762115,0.347143942,2.239923273,2.267202192,1.845145989,2.175890773,1.293681157
2017/4/13,3.872531829,1.896856733,1.81694057,2.452486434,4.141765407,1.909037545,2.248999104,2.314213068,1.96807525,2.240830612,2.061602218,1.699463695,1.85122767,2.343389097,1.926157341,0.811887272,2.007085553,1.94579395,1.926691866,2.296566507,1.1799758
2017/4/14,3.410773494,1.390505596,2.245111806,1.647171198,1.570613787,1.357211405,2.176604413,2.180638111,2.587757383,2.731172905,2.688229697,2.184881177,2.401722262,2.567046344,1.001313472,0.049151281,1.033377112,1.977031821,1.221636014,0.915616702,0.491180235
2017/4/17,3.071587889,2.550473426,2.543358699,2.51239685,2.121782347,1.743970672,2.098633991,2.026619974,2.186496925,2.149635393,3.073027237,2.510866928,2.756350249,2.750559359,1.858749113,0.139948793,1.993191562,2.280122363,1.89783021,1.740118481,0.428538975
2017/4/18,3.120607549,2.528837551,2.509900736,2.128662582,2.827752561,2.38897427,1.91255253,1.821494368,2.167526271,2.441488089,3.352151188,2.756782075,3.018872321,2.906292793,2.380554989,0.371590726,2.383978048,2.273068994,3.566798267,2.023224763,0.862432319
2017/4/19,2.29175325,2.752893417,2.738627407,2.304413281,1.972624321,1.47543033,2.152900894,2.013629345,2.612398184,2.170208852,1.779268662,1.298542813,1.960719768,2.099381339,1.608781058,0.606838451,1.40358756,2.145590334,2.098133256,2.302428037,0.694213175
2017/4/20,3.412909878,1.892782035,1.863899282,2.083714163,1.477809748,1.789991611,2.301502678,2.19172623,2.113253695,1.852308448,1.602004153,2.345522197,3.167925646,2.408132913,1.707878997,0.500918661,2.012076244,2.09850435,1.918435081,1.298030064,0.383622178
2017/4/21,2.948949087,2.240065706,2.199667867,1.485699351,1.168996048,1.598693808,1.740386298,1.347075339,2.154793013,1.877133541,1.586584184,2.058122419,2.479254904,2.245721772,1.482605722,0.395016176,1.792101008,1.745921002,1.932561667,1.740559741,0.833176099
2017/4/24,3.651877641,2.413967228,2.535616013,2.883574703,2.607641835,2.235661696,1.326575885,1.328585676,2.898642841,1.451423907,3.23579023,2.739297017,2.68107357,2.470932818,1.99926311,0.275595178,2.357003468,2.260824545,1.807443082,2.25618731,0.788884077
2017/4/25,2.77626913,2.761557906,2.736939135,1.769416719,1.929628571,1.772733113,1.695421035,1.850607989,2.200133796,2.685396635,1.621745755,1.394727265,1.99394011,2.483720408,1.819292537,-0.380440468,2.354247594,2.817867263,1.864367559,2.398195267,0.383099287
2017/4/26,3.254652068,2.309685754,2.394683414,1.737237759,3.461225099,1.772733113,1.699218046,1.294829601,2.209803659,1.956952495,1.847570816,1.39742479,1.739112768,1.745224811,1.953809062,0.236161852,2.31314988,2.23343398,1.663327271,1.923594842,0.941481834
2017/4/27,3.523306238,2.120977088,2.131726107,1.806407721,1.583970792,1.625347982,1.51056059,1.290066275,2.813685255,1.588961284,2.3308324,1.553489891,1.322482039,2.505310979,1.807179886,0.235276761,2.156528512,1.797287353,2.060133538,2.469432856,0.392389712
2017/4/28,3.527830234,1.697538866,1.641701421,1.34973632,2.230010417,2.032425773,1.694033298,1.843108801,2.026673146,1.786325048,1.990325857,1.488570743,1.587714305,1.826248018,1.83065143,0.437266249,2.259798115,1.894118034,1.935241282,1.813805086,0.67466272
2017/5/2,3.834149936,1.787624938,1.734783061,1.234275813,1.579875624,1.848743943,1.22839608,1.38303912,1.776337217,2.034653679,2.079404545,1.966755086,1.927141033,2.212626472,1.271172357,-0.432032779,1.576796346,1.710640048,1.924312222,2.193034592,0.658307801
2017/5/3,3.565518587,3.011385401,2.980519529,1.236743866,1.859062337,1.920861992,1.578378143,1.500002676,2.281315633,2.19805516,1.608762243,1.607789576,1.424548873,2.096625164,1.181553774,0.195024609,1.755534598,2.13158255,2.022771256,1.614072651,0.404976967
2017/5/4,4.472567801,2.72326382,2.700509878,2.922563591,4.067707303,2.408736587,1.673496182,1.611734796,2.317427128,2.337073434,2.157044577,2.291555714,2.68192425,1.9649918,2.168375238,-0.432134283,2.473673117,2.026738655,2.187346775,1.874470721,0.109301284
2017/5/5,4.158605554,2.252897779,2.212404511,2.371062966,2.804008325,1.675954405,1.558365169,1.846797732,2.283475028,2.457886258,2.467945937,2.443342885,2.946724368,2.558210609,1.612984499,0.763710828,1.67408684,1.994670873,2.008190131,2.549627924,0.966428382
2017/5/8,4.471198416,2.697140271,2.698097836,1.677910346,3.123739544,2.612758761,1.270311654,1.468624139,2.470282505,2.56458739,1.748454138,2.223773396,2.668067019,1.934487587,1.90749067,0.20749238,2.406207524,2.219872186,1.686971524,2.043124674,0.630518292
2017/5/9,4.328343669,2.645572797,2.6050851,2.058299459,2.272186698,2.568055144,1.699468603,1.561458859,2.347407203,1.514459899,2.219213854,1.965759102,1.419686386,2.761824244,1.960856227,-0.312933499,2.011983172,2.494183819,1.655797907,1.938460759,0.620550954
2017/5/10,3.815309398,2.122985559,2.053981881,1.982998095,2.238595666,1.69936853,1.202756009,1.650687743,2.437660195,1.426940412,2.35006399,1.69387376,1.65571278,2.368804413,1.426455574,0.220589497,1.580009284,2.008380173,1.703347858,1.975609869,0.390666672
2017/5/11,4.31798167,2.382424458,2.316743234,1.64507874,1.67853846,1.634283859,1.904793671,2.125916883,2.777014713,1.570714126,1.433139541,2.298957208,2.43582605,2.100653714,1.540516049,-0.002416498,1.759575581,2.226851473,2.195861998,2.290344357,0.706579648
2017/5/12,4.653235506,1.979048961,1.906621985,1.857306314,2.017426882,2.406315605,0.924937445,1.184942085,2.563781974,2.029181304,2.117773999,1.629331075,1.852494004,1.733055818,1.822943482,-0.002170234,2.106334053,2.038783677,1.608146097,1.850900097,0.547890717
2017/5/15,4.219410608,2.348113112,2.290065062,2.003513831,2.042009773,1.963678147,1.576401537,1.664372129,1.621997155,2.0134983,1.38664202,2.222764581,1.943605554,2.056087309,1.70648806,0.640785506,1.963548587,1.971390318,1.690682261,2.327334357,0.97357125
2017/5/16,4.18562841,2.169113647,2.135497334,1.91229398,2.058044867,2.656729146,1.536264076,1.756643219,2.926610694,2.058923043,2.521610021,1.771976821,1.75776316,2.126060081,2.317240132,-0.017331621,2.557054353,2.175810341,2.079581531,1.969223697,1.199510844
2017/5/17,4.880976995,3.150685661,3.142539684,1.997253146,1.872398089,2.331050997,2.63032175,3.066058987,2.158949911,1.510687237,2.112517375,2.892867709,3.040914428,1.770477925,2.231543961,0.624319513,2.159821347,3.184138468,2.01959982,1.80400901,0.751293798
