Date,Bitcoin,ISG,IFG,DFG,DSG,UFE,SP500,NASDAQ,SH300,N225,FTSE,GDAXI,FCHI,HSI,USDX,UYE,EUE,UJE,GUE,UDE,CNH
2018/10/8,2.842332,3.031039092,3.049177101,2.118895516,2.818564025,1.480354727,2.391061269,3.052553285,3.308661533,2.288403051,2.613535058,2.546444163,2.519364296,3.135042499,1.683403125,1.83423443,1.944511098,2.445883684,2.220691624,1.892429929,1.925046817
2018/10/9,2.243346313,2.139698155,2.182172176,1.504511314,1.802829144,-0.547240466,2.101907689,2.481012358,2.462621803,1.954202129,2.310468856,2.936636705,2.688431495,2.572270148,-1.417604497,1.224231058,-0.917344826,-1.370255153,-1.744817192,-0.813539871,1.389617171
2018/10/10,2.870830704,2.256470125,2.273534255,1.455814415,1.722109511,1.532656119,3.588361377,3.752124873,3.028301492,2.356258183,2.734957254,3.251502919,3.263411293,2.592700772,1.625762857,0.704670836,1.868881448,2.354716134,1.953942287,2.542876018,1.368515636
2018/10/11,4.117217256,3.515162829,3.509317919,2.120756172,2.150460425,-0.208346045,3.563664849,3.528581329,3.694101354,3.396985603,3.177153519,2.88979604,2.797896488,2.652883762,1.892913536,2.035692353,-0.702822946,-0.775227542,-0.498840829,-1.043188579,2.486316907
2018/10/12,2.822291814,2.097932341,2.110801899,2.633261539,2.842300072,1.756708474,2.961190495,3.130391634,3.484305623,2.983898459,2.559227777,2.875582753,2.726619793,3.204799748,1.640268141,1.876334466,2.019987059,1.863408942,2.248720804,1.502689326,2.130287108
2018/10/15,4.810164065,2.753158544,2.735384328,2.220102826,2.983664016,0.045193893,2.41614746,2.743392468,3.13155428,2.584818682,2.535215706,2.803571538,2.380927284,2.546778384,1.71467547,0.981888222,-2.311311369,-2.275933171,-1.745577764,-1.040114491,1.088115356
2018/10/16,2.874602209,2.151363469,2.191785011,1.763748468,2.06747367,1.778784901,2.952367221,3.217132313,3.337895395,2.662211415,2.333185958,2.888948875,3.050359618,2.999089508,1.629815642,0.573615821,1.694815388,1.848791003,2.133219351,2.006954696,1.184757276
2018/10/17,2.685005615,2.1650441,2.151501983,2.043825823,2.149575715,1.831552388,2.667597336,2.784239105,3.465777587,2.275414605,2.427358904,2.854163746,2.975799686,2.96217776,1.991761021,0.975722669,2.134891432,1.908637648,2.094373023,2.128512138,1.339033193
2018/10/18,3.031236845,2.398589653,2.409369381,1.800202287,1.747091233,1.847939393,3.044359236,3.220753373,3.012604896,2.476293354,2.136140105,3.001844035,2.598823906,2.923818913,1.831826835,0.398136092,2.05333458,2.082104977,2.32089615,1.788416898,1.515077069
2018/10/19,2.149711316,2.000341229,1.997655007,2.16667817,1.707561466,1.206192683,2.740182683,3.163087985,3.86918832,2.855976675,2.243448324,2.466229323,2.842155559,3.384373446,1.90928072,0.902496405,2.321949549,1.650317913,2.090316664,2.230208694,1.269231794
2018/10/22,2.657838674,2.204233934,2.215170119,1.137688464,1.324823022,1.576918555,2.513046929,2.688952955,3.892008714,3.018798072,2.458568041,2.882992886,2.934138433,3.221261603,2.02046549,0.882048586,2.249156162,1.705476659,2.476376456,1.436209525,1.235447209
2018/10/23,2.272014965,2.848172003,2.845656082,2.118430893,2.556563572,1.366211483,3.266125824,3.4997779,3.691218316,3.071067575,2.931591767,2.822374993,2.516522513,3.443528868,1.491583506,0.202218524,1.668788877,2.212667746,2.246464113,1.415499536,0.642502223
2018/10/24,2.239574157,2.117088354,2.200484094,2.228365459,2.14462603,1.730517767,3.653347495,3.973875431,3.369048068,2.733451621,2.741538925,3.131525696,3.05313112,3.031468072,2.037200057,0.254833447,2.27653167,1.907925773,2.398663961,2.45302063,0.953340928
2018/10/25,2.323722922,2.360816203,2.368196566,2.354069534,3.510795473,1.995527182,3.15124555,3.381243181,3.570205078,3.284293217,2.971536964,3.229469466,3.214387367,2.757038922,1.868934314,0.624396366,2.048603368,2.156560019,2.371457739,1.999420783,1.233432208
2018/10/26,2.155411471,2.537611567,2.52611814,1.82406634,1.55294511,1.978927969,3.321860557,3.590029914,3.171848001,3.30684917,3.230035721,2.770506862,2.942776013,3.085512609,1.94265673,1.646136754,2.160595314,2.404954028,1.730874582,2.08603724,1.443770731
2018/10/29,3.562100525,2.375279184,2.371762117,2.369449605,2.061176663,1.878643838,3.799267179,4.097776155,3.569910826,2.954792547,3.176031565,3.130606656,2.799489055,2.817113298,1.467975843,1.199623239,1.730630652,2.08990185,1.713820823,1.798162755,1.323917971
2018/10/30,2.296038727,2.330992743,2.340345437,2.008370426,1.88686263,1.638858948,3.073305004,3.288233941,3.569876618,3.356789922,2.524626101,2.915688453,2.9227459,2.917361985,1.578290601,0.828851882,1.578676957,2.091519581,2.354143318,1.43460824,0.638491982
2018/10/31,1.766597716,2.380838927,2.390742659,2.236305676,2.57179819,1.872163223,2.573769278,2.73102899,3.135940503,3.025794765,3.011858643,2.380055712,2.597667528,2.558772726,1.350105101,0.943552336,1.753215357,1.781288722,2.458682629,1.736691272,0.425729015
2018/11/1,3.738045913,3.078350207,3.076964462,1.931234052,1.850316535,2.352446406,2.626411259,3.148231032,2.776280361,2.685000915,2.554631248,2.765295221,2.586795629,2.745929448,2.432584494,2.115922328,2.460897352,1.416130238,3.182969506,2.18876499,2.429523519
2018/11/2,2.528612149,1.878733054,1.887072957,1.474886259,1.873161337,2.228944804,3.161524041,3.261912169,3.17406821,3.368305537,2.79910987,2.828747143,2.611727,3.229499236,2.001357267,2.285271048,2.1098078,2.044478973,2.061885111,1.829178931,2.543542032
2018/11/5,3.040124115,2.072632145,2.05703474,1.764474819,2.107656273,1.659293984,2.403935353,2.686070124,2.8599885,2.272733132,2.319244474,2.034998253,1.967475626,2.871570273,1.668798147,1.776898006,1.924699821,0.988432788,2.083031783,1.415881304,1.832092059
2018/11/6,2.290445469,2.476016005,2.487050253,1.565495728,1.909485307,1.357709289,2.110085056,2.52066758,2.679673217,2.158663749,2.682093016,2.218783833,2.304394179,2.68866416,1.308329643,1.036679649,1.531639393,1.423999877,2.03393811,1.347596685,0.89844023
2018/11/7,2.693592682,2.563094836,2.58310745,2.013794452,2.1786588,2.430317857,2.824299334,3.042881993,2.913747405,3.141075894,2.744513239,2.317913371,2.450078949,3.284931392,2.259680568,1.57643734,2.344595014,2.169936322,2.178569663,2.199474472,1.604101348
2018/11/8,2.856971333,1.907446188,1.976493458,1.711443659,2.300590661,1.990234279,2.09023156,2.326566533,2.790965645,2.114562657,2.209169731,2.668692479,2.370652699,2.725742962,2.091020967,0.782166809,2.258238108,1.841346414,2.228833583,2.13724583,1.350642076
2018/11/9,2.699237514,2.797954805,2.798927652,1.553604734,1.58108309,1.566432584,2.512302014,2.961972745,2.276699034,2.623761692,2.42380956,2.569987775,2.208022085,3.000187819,1.582019793,1.339815684,1.66056958,1.512160272,2.299178069,2.09125915,1.01529055
2018/11/12,2.582599109,2.417366984,2.383987898,2.29497394,2.794433033,1.93800059,3.115520523,3.330465745,2.971563816,2.665128248,3.067166176,3.361815872,2.915041161,2.457051548,2.161835584,1.30696533,2.477564294,1.730191726,2.360797672,1.804918623,1.384760229
2018/11/13,2.249208966,2.174311869,2.140784602,1.648515181,1.985298794,1.919836018,2.811221805,3.071381167,3.512152435,3.071558012,2.653143468,2.684218645,2.461198579,3.453458056,1.990270218,1.256503591,2.047849589,1.757305509,2.88542605,1.446541578,1.429032385
2018/11/14,5.07319187,2.904718348,2.898957782,1.32209599,1.394762998,1.955104618,3.250398766,3.381927232,2.632617098,2.470921628,3.082572753,3.230971453,3.165163477,2.844092751,-1.446489426,0.407335526,2.143501217,1.98405593,2.805679649,1.543969967,0.772306712
2018/11/15,4.453349529,2.194005704,2.238152099,2.362014078,2.336009085,1.590807938,3.312264952,3.475396277,2.743485562,2.383862175,2.81566016,3.210574656,3.246670038,3.129878145,2.018224541,0.921962205,2.233412988,1.828606205,3.309338434,2.111324183,1.576148722
2018/11/16,3.482266389,2.465508434,2.448804758,1.827852534,2.229702183,2.39570362,2.677400975,2.796913958,3.0302602,2.403368268,3.003498425,3.081805246,3.073694937,2.729035638,2.151480043,1.485035818,2.301940865,2.331839054,2.349138351,1.655317282,1.695864376
2018/11/19,5.141566919,1.979028019,2.016472091,1.67916697,2.118906783,2.269468005,3.094657536,3.535383039,2.725885113,2.292370768,2.47253572,2.94711405,2.940311434,2.394885923,1.712453598,0.634265548,1.964410284,1.566329018,2.062700354,1.670669252,1.125212861
2018/11/20,5.132464208,2.148326891,2.154273901,1.363444946,1.481252247,1.753986823,2.798679903,3.304409018,3.136405898,2.141146298,2.860574422,2.91244076,2.842104722,2.756732384,2.323190605,0.551746467,2.439115802,1.696596094,2.258934405,2.666834334,0.78855321
2018/11/21,4.436492796,2.323875925,2.314128606,1.882505394,1.856819278,1.274993867,2.199728084,2.554019266,2.779445549,2.818315436,2.897854511,2.696523234,2.422682378,3.111782027,-1.4896765,1.353403347,1.799097133,1.636004693,1.614458236,2.06301878,1.540537457
2018/11/22,4.210608435,1.435332908,2.247321105,1.784512083,1.78937151,1.424877934,2.091166908,2.493568026,2.545977707,2.362558147,2.850885125,2.356768289,2.165716661,2.46312546,1.659157995,0.949379738,1.673859944,1.045106005,2.64726657,1.715457413,0.572980272
2018/11/23,3.982421457,2.092579744,2.175698676,0.9007799,1.141318566,1.66819185,1.968340052,2.428870125,3.270258607,2.398093878,2.519755346,2.449202398,2.543670328,2.054296201,1.95411657,1.056920983,2.23915598,1.298058917,2.016024238,1.873571426,1.323601546
2018/11/26,4.92263695,1.827726129,1.866385693,1.413394798,1.525494159,1.526723755,2.352557213,2.577927858,2.622825936,2.432184128,2.777745679,2.198903315,2.44216843,2.816366239,1.67588794,0.87473614,1.785850476,2.073860366,1.834558528,1.899586386,1.235375175
2018/11/27,4.121238541,2.554844107,2.567087756,1.413573833,1.440662186,1.168645601,2.438564522,2.69196806,2.568189461,2.302043298,2.279712598,2.618508713,2.538230442,2.425131042,1.845636774,0.772191552,1.901895213,1.480346621,2.133890651,2.073307764,1.244109422
2018/11/28,5.061534582,2.737026431,2.767968597,2.291916621,2.38843608,2.233150113,3.227462656,3.47197292,2.955966067,2.257577096,2.434212573,2.085177218,1.915696272,2.780693481,2.322103177,0.144518123,2.50649158,1.809174659,2.34278017,2.329178276,1.422635102
2018/11/29,4.272622971,2.121407173,2.034398412,2.372139987,2.243761695,1.934900991,2.558421062,2.78196314,3.191542301,2.313658645,2.488156694,2.561811322,2.235373484,3.115309086,1.534819281,0.757598619,1.676756726,1.611232248,2.142087832,1.662202603,0.839983457
2018/11/30,4.660243533,1.695868855,2.163820298,1.411963667,2.107328818,1.844827862,2.463970845,2.4960829,2.744260446,1.902850941,2.528375509,2.386523775,2.263877777,2.517476249,1.972087032,1.100619818,2.262281583,1.33280676,1.908043198,1.660773381,1.253818516
2018/12/3,4.506850028,2.564478329,2.552748289,1.638241084,1.693823941,1.333800207,2.401447711,2.677527954,2.771812839,2.019478314,3.290579247,2.389162475,2.788488183,2.368983865,1.69872464,2.17170292,1.803142181,1.52556218,2.435687437,2.247963764,2.545924225
2018/12/4,4.256031173,2.394070787,2.381080024,1.554679909,1.960450051,1.933595041,3.615310414,3.754257891,2.145692419,3.330658796,2.710117452,2.421784988,1.94979674,2.456989255,2.205091637,2.201498283,2.312211204,2.41254906,2.790946695,2.181550153,2.231222826
2018/12/5,4.160253202,1.750434153,1.729694031,1.59786737,1.030743796,1.474027802,3.547546662,3.6384929,2.809866609,2.653765809,2.866628566,2.210175418,2.097194683,1.979360373,1.553972587,1.493669456,1.60171917,1.824396802,2.429782358,2.538613116,1.402702166
2018/12/6,4.699816768,2.22588805,2.211369582,1.999931499,1.953549875,2.415724761,3.472509196,3.503630181,2.749934387,3.276491378,3.735967906,3.455250399,3.485893255,2.772214479,2.080362343,1.609996644,2.229004539,2.315700751,2.292488136,2.053570881,2.076001684
2018/12/7,4.363884056,2.497202283,2.495647711,1.846918417,1.769904363,1.832761827,3.604837349,3.742491058,1.819231003,2.495775719,3.324295475,2.689547663,2.730576833,2.288952307,1.618461263,1.459987215,1.832150422,1.35301284,2.01112015,2.531749494,1.387491939
2018/12/10,4.045949026,2.167063289,2.185513241,2.416180172,2.518481298,1.630592061,3.339818228,3.325026546,2.566861379,2.357930375,2.797112563,2.91760839,2.931587123,2.505896815,2.35287031,1.684795684,2.237223675,2.446682788,3.127058742,2.366322827,1.62012336
2018/12/11,3.694078152,2.095275081,2.144440447,1.296111149,1.39663514,2.176027412,3.135454693,3.173230507,1.89919051,2.463877213,3.135521202,3.058149906,2.995867957,2.363442487,2.099032639,1.467898086,2.230236947,1.550476351,2.644611781,1.371237971,1.508419601
2018/12/12,3.686482987,1.623980978,1.619651085,1.704677828,1.94334841,1.830344409,2.717144249,2.783702953,2.071765232,2.809990646,2.769531175,2.797145507,3.112994193,2.292741911,1.984459051,1.248511289,1.98528855,1.373724615,2.879194043,1.889355676,1.866625121
2018/12/13,4.171662669,1.841470912,1.904219789,1.668980088,1.94995025,1.626152976,2.656051926,2.964587055,3.143377059,2.333718692,2.295473429,2.36584508,2.3536063,2.450587382,1.637449137,1.464153802,1.834787336,1.650621155,1.944194803,1.374227292,1.604906943
2018/12/14,3.766196493,2.270223666,2.300834895,1.357546795,1.304931204,1.846532986,2.896056132,3.050766785,2.780906459,3.05232347,2.703113776,2.890359856,2.476770956,1.934068168,2.023590817,1.425642816,2.254831075,1.548667629,2.517130832,1.533523036,1.718697573
2018/12/17,4.750481412,2.470897541,2.467600998,1.549672284,1.604346894,2.088650752,3.452592532,3.619796231,2.491191922,2.367895074,2.648847119,2.985700109,2.636614855,2.091147925,1.637638935,0.509278677,1.788054684,2.166501334,1.88002431,1.454843647,0.538612812
2018/12/18,4.2256996,1.648420589,1.618132052,2.020825808,1.895033749,1.454442296,3.014193975,2.954756458,2.916442581,2.516556323,2.502051182,2.600258255,2.503455083,2.967789872,1.739337706,0.82461885,1.881380586,1.819780435,2.174311869,2.202836288,0.756617381
2018/12/19,4.367206962,2.724358782,2.739114627,1.351328962,0.79946609,1.773940545,3.774793321,3.875024234,2.919768704,2.754822263,2.695656416,2.164640952,2.051485324,1.840544465,1.887530894,0.632185201,2.086342307,1.779069261,1.87741095,2.049028768,1.279619519
2018/12/20,4.898920308,3.097491767,3.09044547,2.393492663,2.002617044,2.564202786,3.457688181,3.643300176,2.994266624,3.43962857,3.018152341,2.586350393,2.11617213,2.987294841,2.360705554,1.672286146,2.429210654,2.917582277,2.163988482,1.978742019,1.650161015
2018/12/21,4.59680582,2.119840696,2.113783284,2.369777478,2.194422308,2.408736587,3.802211209,3.916762621,2.936394583,2.92691243,2.610694321,2.734597464,2.817077998,3.095133798,2.265745364,1.5031116,2.473690173,1.718165646,1.994048564,2.259042699,1.800134375
2018/12/24,4.322355215,2.611154863,2.533211357,2.034873188,2.047583074,2.409443205,3.352170551,3.407785775,2.528617396,3.361858304,2.333661506,3.057588341,2.344255388,2.335688494,1.849750184,1.107376511,2.061024296,2.25520954,2.232120969,1.535741303,1.39943816
2018/12/25,4.568897761,0,2.565438518,2.263416251,2.394730197,2.3824007,3.767240926,3.826731458,3.218666507,3.673583291,2.885185267,3.30264203,2.902473009,2.636486174,1.413096942,1.267120645,1.616862633,1.555631991,1.33493879,2.037579303,2.114192226
2018/12/26,3.610967583,2.601140287,2.596468995,1.917700626,1.726733802,2.554173539,4.056961428,4.116661152,2.518708276,3.54711267,3.240367241,3.500393618,3.259419483,2.866630959,2.010132412,0.981372325,2.049744929,2.577206939,2.064165972,1.440394102,1.125110064
2018/12/27,4.247423409,2.446740426,2.420440922,2.152106145,1.742042208,2.616187648,3.757217506,3.77791218,3.071358986,3.378454244,3.503298437,3.666351691,3.522576891,3.052944761,2.062985712,1.687582829,2.329027926,2.24815814,1.643676464,2.080743926,1.489259888
2018/12/28,4.551484796,1.999194399,1.994733776,1.855855833,2.038739653,2.362793274,3.081233342,3.293053504,2.71498116,2.359371189,3.302643189,2.831833683,2.936005642,2.113262922,1.617275582,1.562159451,1.550040532,2.212022438,1.875356739,1.730529747,1.38804449
2019/1/2,3.653399157,2.232345641,2.228355089,1.821237519,2.035294258,2.677816598,3.17591013,3.481076467,3.142269488,2.76195187,3.275110556,3.206031145,3.141378873,3.546996082,2.616944352,1.167361677,2.850860532,2.38183644,2.860726778,2.059246011,1.337318507
2019/1/3,3.477560514,2.246345252,2.233385217,2.425456659,2.373277209,2.006602684,3.129814104,3.225165617,2.901188658,3.052624206,2.453219751,2.720715506,2.755951763,2.81671866,2.122059657,1.001177038,2.342606365,3.770337269,2.951079708,2.756489248,1.059235985
2019/1/4,3.204127974,3.000630323,2.988475881,2.185097905,2.659798281,1.87266557,3.374023477,3.572275341,3.658951636,3.281183118,3.287029102,3.485713501,3.3255026,3.46109404,1.940406115,0.553061842,2.009960379,2.440055486,2.465363322,2.344089598,1.17030632
2019/1/7,3.010338459,2.449248803,2.440092077,2.559564035,2.551451981,2.373875025,2.931775257,2.959197736,2.274968746,2.982313741,2.782583116,2.655081886,2.834233099,2.554249823,1.936187538,0.546002853,2.166765583,2.05884316,1.882738184,2.266037516,1.321833419
2019/1/8,3.457568195,2.287109847,2.302463932,2.411305875,2.408595979,1.70451927,2.670318565,2.947041506,1.855569279,2.618029431,2.783703186,2.865879286,3.088009248,2.493837853,1.599558322,1.109143634,1.826722736,1.925710671,2.103061343,1.557833903,1.390884766
2019/1/9,2.563296197,2.532617451,2.531057901,1.974859395,2.248226247,2.357708967,2.463828425,2.650677487,3.01905324,2.21643934,2.546452412,2.559927672,2.293907901,2.867229135,2.315896835,1.576698972,2.475014704,2.383745295,2.124331128,2.160612892,2.097912058
2019/1/10,4.791395523,2.313019261,2.306271754,2.198091982,2.423090171,2.769847513,2.768130473,2.940217345,2.413960369,2.628197984,2.675802403,2.68812353,2.399390384,2.793810728,1.978571576,2.176398591,2.147497999,2.08772832,1.89520743,1.632863674,1.963072861
2019/1/11,2.941845285,2.05173964,2.045563549,2.03329575,2.264516786,1.613230021,2.125067596,1.937380451,2.470439997,1.680678141,2.796914961,2.610114586,2.672837642,2.141280517,1.942057106,2.244307147,2.114466316,1.539149726,2.645636959,2.119714941,2.258430684
2019/1/14,4.014041158,2.043122654,2.067672656,1.895285767,1.786328691,1.804139042,2.129883211,2.091191786,2.50993999,2.566531441,2.546218707,2.354969422,2.331251858,2.804111806,1.102809746,1.862899214,1.164275341,1.83332947,2.301142654,1.380609427,1.753427402
2019/1/15,3.444949948,1.985738825,1.999037917,1.980805587,2.117282727,2.393857369,2.514263167,2.777532974,3.177286565,3.02796557,2.317225652,2.954169604,2.700083872,2.874630225,2.260730578,1.410543471,2.383297308,1.897358318,3.086068986,1.815742089,1.958914373
2019/1/16,2.954466085,1.897220014,1.936247363,1.616774871,2.083298893,1.509710971,1.746134784,2.12612822,1.872767851,2.668671585,2.366089821,2.148870462,2.025495996,2.669824895,1.376428611,1.536574013,1.554329016,2.169982018,1.874148696,1.504342527,1.455985703
2019/1/17,2.90647294,1.80749749,1.784114221,1.442947698,1.583263326,1.920257363,2.828431291,2.887148217,2.452925623,2.554592716,2.369881635,2.424691173,1.940321477,2.580334378,1.233138731,1.752968851,1.316239641,2.032316695,2.709254921,1.841788939,1.903679898
2019/1/18,2.656922043,2.396208416,2.379484492,1.341284806,1.292932052,1.136642216,2.487303009,2.658021074,2.930292057,2.543494384,3.211941342,3.137660728,2.606832119,2.147641992,1.54807826,0.93280997,1.731333334,2.175681183,2.506024688,1.445032083,1.774705313
2019/1/21,2.779553422,1.860984834,2.244602049,1.804111904,2.156589716,1.59979679,2.697235599,2.875264186,2.323601602,2.471616315,1.704991131,1.72223993,1.109735934,2.312328788,1.076029492,0.889673109,1.232956144,1.127858238,1.964978059,1.75587118,0.999755876
2019/1/22,3.257358628,2.020655358,2.087902991,1.540438418,2.67103852,1.096040321,2.872099086,3.055860577,2.829649813,2.62060325,2.70140644,2.411105611,2.229952265,2.751558561,1.207930225,1.149269145,1.345853841,1.761678645,2.375217218,1.737789657,1.184968086
2019/1/23,2.914924287,1.996969351,2.005879585,1.696900472,2.025945717,1.789991611,2.866906708,3.069246754,2.241004415,2.628190904,2.420670988,2.589803864,2.571646185,2.368576421,1.386100253,1.483976158,1.490873679,1.962636256,2.506497932,1.751965055,1.625345309
2019/1/24,2.709213397,2.001589546,2.026652523,1.580791129,1.730263709,1.57742064,2.173435516,2.076293972,2.68904268,2.146640315,2.17880803,2.492184408,2.498858389,2.285134624,2.037979615,1.33213986,2.344280397,1.407098491,1.999650573,1.37482623,1.487454376
2019/1/25,2.478391686,3.080630131,3.07653532,1.581673355,1.29788169,1.810797416,1.869155925,2.3223905,2.637420984,2.610755207,2.156269134,2.353135841,2.257511913,2.689672976,2.309902008,1.998151288,2.461513424,1.654785386,2.612131663,2.520886637,2.068293468
2019/1/28,3.875568134,1.822204868,1.830861733,2.558635693,2.584451534,1.210618142,2.209458582,2.135650245,2.965874766,2.012936715,2.588433598,2.085608662,2.060589249,2.61172481,1.258404027,1.387719914,1.710112776,1.495255863,1.877056693,1.985124951,1.455435004
2019/1/29,3.223761407,2.130766677,2.096047888,1.949744461,2.329905285,1.77383987,2.15649,2.576866081,2.948426711,2.70446301,2.949987948,2.483552553,2.791231251,2.33569876,1.134212898,1.394947978,1.390476435,1.483718571,2.525994001,1.381438334,1.048947337
2019/1/30,3.082343514,2.536000187,2.57420368,1.608211352,3.376688356,1.982134566,2.896143411,3.083902804,2.534781124,2.297752295,3.102438625,2.141148513,2.006263699,2.433356098,2.190534134,1.34668789,2.242886304,2.289897569,2.08710538,2.657587385,2.075625589
2019/1/31,2.93290525,2.089062494,2.041322983,1.886366455,1.562926613,1.648978295,2.558130343,2.732775106,2.614791475,2.33261008,2.181691379,3.285413833,2.638586172,2.277297783,1.723051101,1.35357424,2.067249544,1.802992781,1.706199962,1.390678043,1.25423761
2019/2/1,3.148360846,1.897813395,1.885116388,1.786279181,1.542280199,1.578727243,2.126844658,2.188714767,2.649530941,2.335837307,2.210681924,2.354122156,2.286278488,2.77395675,1.178390741,1.772942997,1.687873604,2.20786787,1.843509222,2.075069954,2.168815086
2019/2/11,2.814348502,2.310034182,2.316698096,1.429169981,1.640301963,1.960080279,1.798097584,2.127999238,3.160624698,2.881607896,2.533753536,2.319166804,2.138180629,2.496203802,1.791298313,1.765049432,1.856392267,2.001577273,2.145593207,1.628339276,1.834234196
