t,Date,Bitcoin,SIG,FIG,FDG,SDG,UFE,SP500,NASDAQ,SH300,N225,FTSE,GDAXI,FCHI,HSI,USDX,UYE,EUE,UJE,GUE,UDE,CNH
308,2018/6/1,3.407456661,2.307857309,2.33596428,1.962636256,2.06383766,2.096215529,2.037496312,2.37069537,2.694313705,2.42598202,2.322365258,2.533135735,2.230257311,2.103907309,1.969213265,0.789142737,2.286336888,2.357241936,2.231696281,1.892815377,0.875336324
309,2018/6/4,3.742061577,1.966585474,2.017131522,1.736406617,2.297456921,2.023576127,1.282284401,1.939851837,2.409416755,2.101758452,2.346406758,2.47458388,1.918958845,2.305344239,1.886393942,1.309724515,2.132516953,1.625124027,2.191029242,1.752570776,1.385176098
310,2018/6/5,3.626698903,2.290686172,2.301023749,1.738790637,2.116639565,1.976373614,1.700371893,1.846748806,2.59544909,1.906293492,2.152547233,2.732577004,2.38431226,2.382132547,1.900540343,0.926857268,2.073430467,1.731382149,2.218830822,2.597560043,1.177484852
311,2018/6/6,3.295118966,1.993551851,2.002335363,1.938728192,1.455067587,1.781215908,2.297679435,2.341336048,1.650971765,2.122101435,2.171734851,2.555926053,2.542788897,1.837963321,1.8301724,1.127318475,2.10455237,1.631624355,1.473191935,2.324358094,1.254177266
312,2018/6/7,2.602027086,2.051008752,2.047704209,1.4874754,1.455440931,2.222091831,2.101718039,2.706222783,2.262207415,1.83323064,2.16235428,2.624514765,2.527228422,1.712573551,1.667795966,0.605375165,1.874054702,2.038751632,2.126001693,1.780096427,0.944272544
313,2018/6/8,3.046229845,1.945006761,2.050008552,1.387575338,1.753960725,2.328507856,1.87855249,2.174582022,2.903236784,2.229400624,2.44104975,2.816231394,2.425101004,3.028993556,1.685827311,1.047267099,2.103277012,1.934060604,1.973714197,2.23834515,1.302373039
314,2018/6/11,3.535753213,2.034644067,2.092923849,1.436759128,1.556948671,1.4051429,1.420187027,1.640541969,2.394097011,2.253434112,2.411128131,2.291067694,1.816667554,2.164957901,1.375826467,0.4669833,1.562028557,2.124700561,2.107545214,1.836311992,0.594342268
315,2018/6/12,4.13464218,1.970085347,2.015207395,1.659994939,1.432292551,1.82008811,1.513645129,1.754506869,2.981070403,2.371820312,2.210617246,2.46828506,2.304578018,2.397644722,1.715348657,0.60335883,2.003022858,1.639801881,1.950587335,1.504456386,0.838659289
316,2018/6/13,4.119270132,2.170586478,2.245925439,1.387024575,2.06420156,1.837614267,1.93694558,2.226522285,2.369140193,1.589314701,2.336920883,2.408922465,1.702621528,2.524136249,1.868132619,0.989130866,2.00370273,1.79539696,1.928513075,2.137020654,1.331283766
317,2018/6/14,4.183920295,2.357939128,2.355104163,1.773965715,1.790048951,2.842722083,1.643396129,1.898959609,2.69728246,2.084155268,3.058776024,3.390527041,3.342838802,2.777242924,3.069902063,1.144101912,3.340748886,2.094019084,2.777346252,2.639625518,1.825326812
318,2018/6/15,3.767675934,3.217283753,3.241918125,1.572954398,1.624161967,1.645259311,2.166587986,2.032064853,2.572886349,1.758858534,3.086811877,2.638172797,2.500641418,2.285217449,1.796567603,1.480522651,2.119034946,1.69497559,2.042152489,2.261685222,1.524057207
319,2018/6/19,2.949670967,2.532400385,2.544551474,1.155418799,1.639257773,1.918144036,2.209490684,2.617417094,3.70983307,2.855783506,2.52376905,2.338098531,1.920282808,3.269499223,2.235462215,2.095640051,2.424161357,2.364464316,2.36902884,2.108223731,2.125008047
320,2018/6/20,3.578988763,2.113233451,2.092913612,1.667537312,1.940823308,1.667991026,1.512640409,2.020414325,3.11816316,3.05648692,2.72122243,2.08845248,2.284549805,3.035683376,1.611055265,1.024139575,1.816819037,1.833013978,1.763729503,1.520792529,1.234987616
321,2018/6/21,2.788416407,2.124418891,2.193536659,2.00697013,2.471446803,2.318600649,2.33831455,2.736868062,3.2799973,2.691455741,2.917971981,3.111800741,3.008318079,3.141905297,2.348002951,1.602917484,2.509714091,2.253718797,2.68274677,1.461358344,1.955620934
322,2018/6/22,4.893676175,1.491164009,1.445881295,1.670310992,2.022273327,1.85277643,1.564743597,2.199617625,3.062759819,1.825194878,2.998956018,2.147098727,2.591113653,2.612229592,1.746862507,1.006955552,2.014386211,1.501094685,1.908603411,2.352611221,1.405164421
323,2018/6/25,3.645727858,2.030344828,2.085002763,1.882095831,1.63236778,1.403419632,2.92732644,3.202856352,3.134947173,2.523511366,3.269207561,3.136381002,2.828604518,2.995919291,1.798762183,1.586647399,2.111638907,1.954868613,1.787621125,1.59347688,2.096197161
324,2018/6/26,3.59537598,2.483903067,2.469472448,1.218206978,2.142813799,2.065811315,1.987017661,2.370234916,3.034456513,2.614649878,2.1109777,2.750752691,2.004789139,3.049884802,2.003065866,2.139150755,2.134570009,2.184596818,2.169543421,1.520040676,2.281362627
325,2018/6/27,3.172350654,2.172318308,2.181288065,1.337095384,1.597539814,2.319305061,2.980270835,3.234408653,3.451178974,2.05280062,2.916479522,3.382512839,3.298241511,3.253076585,2.388062783,2.067220174,2.56921542,2.133710888,2.450151224,2.248318813,2.077331998
326,2018/6/28,4.037697118,2.059336849,2.06534823,1.442087586,1.169346618,1.334201069,2.618279552,2.794908961,2.9966033,2.603728386,2.137447968,3.235236683,2.980492702,2.779601997,1.699978978,1.425808953,1.938699361,1.956726304,1.829102507,2.250872546,1.610879997
327,2018/6/29,4.392722173,2.221819533,2.235575902,1.44264043,1.317916464,2.341375635,2.361427955,2.375536085,3.362000492,2.269001736,2.612745929,2.430248854,2.138833305,2.992080838,2.361622397,1.89253478,2.575170021,1.768312982,2.545728622,2.520524626,1.792391119
328,2018/7/2,4.202526151,2.619424795,2.624364766,1.812455606,1.475579734,2.000948919,2.483055361,2.950612366,3.716472868,3.313394808,2.677899445,2.76622643,2.403386723,3.120140919,2.076692164,1.974165923,2.308284885,1.561065128,2.297555795,2.001765314,2.444765093
329,2018/7/3,3.667046439,2.882236934,2.896501335,1.96995832,1.790421739,1.425783779,2.371414784,2.679441534,3.555200121,2.925454686,2.5788114,2.632984006,2.420898995,3.23520092,1.644858274,2.61321229,1.634121667,1.86779452,2.071568495,1.903753714,2.699935897
330,2018/7/4,4.022231447,2.192141487,2.116799784,1.906581269,1.922463505,1.398469116,2.297198994,2.580154306,2.999182879,2.252847126,1.593427028,1.81836784,1.725279614,3.00857601,1.377751133,1.903755087,1.594128393,1.247561198,1.926439489,1.47451646,2.316815015
331,2018/7/5,3.556336159,2.085226493,2.231351564,1.436942396,1.582667953,1.397965337,2.217124234,2.469972301,3.140827337,2.729780417,2.063685026,2.658250733,2.664777413,2.997752904,1.647539867,1.511613368,1.928117188,1.473165318,1.817402412,1.36904154,1.535774123
332,2018/7/6,3.36862555,1.781996329,1.781041177,1.576063408,2.035216225,1.971013805,2.557143476,2.778574908,3.540557117,2.466178536,2.22859814,2.01763327,2.328405249,3.241175444,1.952901315,1.531305376,2.15371371,1.495926936,2.031494304,1.920956336,1.807259141
333,2018/7/9,2.962925289,2.34027466,2.321702338,1.079350878,1.498367172,2.122666943,1.898008448,2.104368644,3.295725417,2.683917225,2.481260083,1.852519517,1.987802709,2.495880716,1.812629285,1.624459944,1.733495964,1.750726433,2.699475494,1.59104766,2.146752611
334,2018/7/10,4.362333537,2.500386665,2.499080818,1.997936082,2.092641009,1.793107049,1.345864401,1.907337139,2.505278981,1.861161153,1.73506708,2.297487248,1.918064617,2.479160162,1.741097472,1.929085555,1.952700308,1.755703192,1.89679265,1.37010768,2.116111396
335,2018/7/11,3.024062564,2.668075561,2.662465356,1.620548265,2.093012759,1.936208649,1.833414019,2.037134539,2.873180445,2.756723161,2.840155734,2.371681855,2.211949945,2.66261172,2.13773241,1.551419362,2.199190072,2.671997676,2.020405285,2.572833962,2.588145921
336,2018/7/12,3.866103272,1.947101403,1.920192019,1.876207476,1.857738491,2.218672658,1.984751786,2.453886583,3.461179227,2.408680194,2.368857128,2.185922175,2.498672714,2.77548194,1.30491449,2.056171391,1.509289131,1.982242007,1.699898193,1.748653633,2.253782479
337,2018/7/13,3.078458432,2.39084953,2.430527607,1.152288613,1.502459069,1.856502908,1.661547787,1.774421615,2.101728607,2.954717487,2.271820301,2.045515156,1.509119652,2.154185607,1.919631521,2.264478908,2.01335563,1.706187268,2.487170314,1.702398962,2.247263738
338,2018/7/16,4.21141,1.93622878,1.936067742,1.151921,1.715754324,1.994826511,1.442908391,1.928569309,2.72959535,2.777347492,2.739943661,2.18504693,2.006787156,2.707033529,1.508329255,1.798598632,1.610120564,1.315870435,1.910261796,1.622936882,1.903944907
339,2018/7/17,4.743216535,2.876717297,2.881379582,1.44264043,2.26423102,2.156388981,2.324573625,2.849524992,2.734562061,2.563699964,2.190377589,2.718519041,2.229803384,2.572499432,2.261140661,1.766692815,2.232432168,1.9653444,2.843167817,2.23323545,1.901010296
340,2018/7/18,3.674878682,2.044213742,2.039121968,2.476886623,2.869625459,1.804784442,1.490276968,1.79037511,2.792208937,2.052289489,2.195654817,1.742706787,1.506349454,2.629669067,1.698454785,1.605073166,1.827173227,1.439502827,2.407727998,2.151961791,2.019276102
341,2018/7/19,3.430491413,2.8578015,2.878133039,1.587855381,1.832716621,2.266062513,1.614170535,1.735740194,2.784268717,2.112751596,1.856359927,2.211243494,1.985183257,2.603875609,2.206612639,2.390570964,2.309660182,2.421669645,2.399721303,2.415674087,2.456178382
342,2018/7/20,3.732249202,2.762336609,2.775018029,2.08856085,2.153457833,2.392981349,1.3776685,1.871951098,3.571516831,2.810260426,2.406736889,3.074690776,2.862208763,3.11292589,2.421107639,2.046776592,2.39829666,2.546260195,2.558239824,2.722319333,2.288998993
343,2018/7/23,4.003992395,2.512276063,2.49692691,1.277819686,2.1241141,1.580841521,1.708103004,2.333805557,3.027630106,2.135536453,2.146941391,1.937990056,1.752873422,2.502662514,1.831754741,2.257928322,1.866626881,2.111660328,1.867778667,1.736158667,2.401540003
344,2018/7/24,4.628609374,2.379051555,2.379649395,1.083755367,1.548327105,1.307195278,2.038568339,2.814911697,3.054545036,1.958229346,2.619748024,2.730682879,2.595149671,2.864988983,1.761888285,2.050871004,1.80667011,1.75426369,2.05269415,1.567735751,2.157942991
345,2018/7/25,3.828286617,2.346369185,2.313237388,1.083755367,1.857366327,1.556089002,2.507788307,2.621972224,2.027295577,1.610395479,2.343535037,2.659168641,2.098439119,2.075829001,1.868119041,1.984487788,1.982233582,2.007379205,2.270469117,2.521454939,2.404878042
346,2018/7/26,4.06829048,2.530360039,2.512241792,1.217838857,1.290218088,1.734539304,1.427090151,1.931252794,3.046494657,2.138766815,1.880723369,2.428726281,2.25373016,2.90325663,2.156588304,2.227728832,2.323417569,1.943808941,2.270317123,1.817021588,2.694044047
347,2018/7/27,4.099468263,2.259502307,2.252166628,1.217838857,1.02176757,1.731722531,2.649641083,3.335748451,2.364350533,1.801370748,2.088078092,1.857138042,2.088104162,2.277975419,1.257042087,1.912096647,1.489926462,1.58090371,1.476802703,1.28182884,2.144647639
348,2018/7/30,3.811146907,1.763603202,1.770690511,1.010107238,1.137839869,-0.543099046,2.267290115,3.013143128,2.99606268,1.742964116,2.161166784,1.513552573,1.66254361,2.484121538,1.812797425,1.419669935,0.075676027,0.503658805,0.654067922,0.403768906,0.976786347
349,2018/7/31,4.249743041,2.646153716,2.652056316,0.93052459,1.242127638,1.4843927,1.899799321,2.651828937,2.437464566,2.810191781,2.559136388,2.382275868,1.915795289,1.75592065,1.622839387,1.167014244,1.7714016,2.50691973,1.96959542,2.306184875,2.479019086
350,2018/8/1,3.681310339,2.174311869,2.161702582,1.780589503,1.53917597,1.427194504,2.097400274,2.223140281,3.459552491,2.087733682,2.855024909,2.433230422,2.008363776,3.103229591,1.012303729,2.043938146,1.486839106,2.067831471,1.495575923,1.68350517,1.8912184
351,2018/8/2,3.350940271,2.622856753,2.624763829,1.49226055,1.548327105,1.67050423,2.617273637,3.098464499,3.641445295,2.689161535,2.749891845,2.447154354,2.072699256,3.271172182,1.961803968,2.056312682,2.139118829,1.475654445,2.321049139,1.483769789,2.39114329
352,2018/8/3,3.583550417,2.724363255,2.711267356,1.850321397,1.838969808,1.647670049,1.661999939,1.791032988,3.121300589,1.833717181,2.598305765,2.021623156,1.919187434,2.018415195,1.559820313,2.549773726,1.619997855,2.017352111,1.79179348,1.849413497,2.619957163
353,2018/8/6,3.808510838,2.409330677,2.389922773,1.627361682,2.069603018,1.809692327,1.943777614,2.136856117,3.404609574,2.025240036,1.914440017,2.780675016,2.244332321,2.650183577,1.416349213,2.22824238,1.452397468,1.391439196,2.139870014,1.560884704,2.090958701
354,2018/8/7,4.187087164,2.151398503,2.102442313,1.447074218,1.806136326,1.45132169,1.103452982,1.459247384,3.597544502,2.142497252,2.583011105,2.122732532,2.329038593,2.852380636,1.58420083,1.905982904,1.749176912,1.60011245,2.253028425,2.298947598,2.246720591
355,2018/8/8,4.523773274,2.224175361,2.262533764,1.888947748,1.553555889,1.601604297,1.323262308,1.690323614,2.964294436,2.264032661,2.507677966,2.374284651,1.924797758,2.31087387,1.657438057,2.068436978,1.694211781,1.824156321,2.252950947,2.295496896,1.893379667
356,2018/8/9,4.207428518,1.86247723,1.911519982,1.499295679,1.319338915,1.903515486,1.439448682,1.815336127,3.617143113,2.037705969,2.221958091,2.381943812,1.955683279,3.072377019,1.979569036,1.444089805,2.232550405,1.653427963,2.105129589,1.760173932,1.672838202
357,2018/8/10,4.434450082,2.405786099,2.408001413,1.018607713,1.756200168,1.772129944,1.892908198,1.945842376,2.685509801,2.844680993,2.528159502,2.888370199,2.772465246,2.699238794,2.407752652,1.679998107,2.716225632,1.951933138,2.343562286,2.310365756,1.765282438
358,2018/8/13,4.025591608,3.065620119,3.074094689,1.158373833,1.098205431,1.425079162,2.254925747,2.38655379,3.009948181,2.657939676,2.071870571,1.922919915,2.228032377,2.375556963,1.500135484,1.486270571,1.938464986,2.154158824,2.403370796,1.82521262,1.926469256
359,2018/8/14,4.083590068,1.906156857,1.885171104,1.954259709,2.266412544,1.754792466,1.901117407,2.216655962,2.480406801,2.770760346,2.288792953,2.739504946,2.46491182,2.864357039,2.05773256,1.224086375,2.30123759,2.01504302,2.386976737,1.92225351,1.401785107
360,2018/8/15,4.186679383,3.054738297,3.054202522,1.792287768,1.958124683,1.917440585,2.339999921,2.690908705,3.358863125,2.634192044,3.159362801,3.360252404,3.32808058,2.994202374,1.439766154,2.067618354,1.718026676,2.351653883,1.927059255,2.416435288,2.358388301
361,2018/8/16,3.569288028,3.071138707,3.060579831,3.023838776,3.070084702,1.918345113,2.040851989,2.068585391,3.378761938,2.954398368,2.328142849,2.048216174,2.331198878,3.117673592,1.698293817,1.967534402,2.010839352,1.930146147,1.843247131,1.672797162,2.740949063
362,2018/8/17,3.824534826,2.662512334,2.570671697,1.806395092,1.739129657,1.68994922,2.178965916,2.442860438,3.425186698,1.606838466,2.266696433,2.328926005,2.424801464,2.689122551,1.931284326,1.665791887,2.098282586,2.044692351,1.637291429,2.360309132,2.216598367
363,2018/8/20,3.755445277,2.091419248,2.052776983,2.028309417,1.933276125,1.918948586,1.301447772,1.97890696,3.02749889,1.961016671,2.164272579,2.478032376,2.180519088,2.819966186,2.036313323,1.361160262,2.200623766,1.948960945,1.839715621,1.519156526,1.570932586
364,2018/8/21,3.593161678,2.234214047,2.258777757,1.964373166,1.965302154,2.164854721,1.561942643,2.184292207,3.065687464,2.574858569,1.903691582,2.378553018,2.544375206,2.31960735,2.179451731,1.337510344,2.487862042,2.095289167,2.459048057,1.354400746,1.674941598
365,2018/8/22,4.484785123,2.176990014,2.171650055,1.901287882,1.940116651,1.764206008,1.527954308,2.114328664,2.326667176,2.461067676,2.44444307,2.157128096,1.852675151,2.740265153,1.69497559,0.575611348,1.922021155,1.814619289,1.799975101,1.649246296,1.288167652
366,2018/8/23,3.438449204,2.53806911,2.538500562,1.50844097,3.283400409,1.657676231,1.777857458,2.162357999,2.858674303,1.472366821,1.831870731,1.672749353,1.504947649,2.783297203,2.045751899,1.499659002,1.952581412,2.119984909,2.337166919,2.251580288,2.108812925
367,2018/8/24,3.649150248,3.202596329,3.207845414,1.684671604,1.691457067,1.876925234,1.709267407,1.819329071,3.051054856,2.032633944,1.49848017,2.224855265,1.796286,2.517112634,2.107811775,2.675237619,2.341965185,1.404560018,1.992082271,2.122366963,2.771123765
368,2018/8/27,3.495599386,2.210975563,2.195259947,2.074651685,2.054118319,1.914357136,1.683286015,1.936649554,3.131472026,2.060652709,1.903803061,2.503112046,2.101557201,2.609567412,2.018646557,1.239026425,2.268107279,1.467390157,1.860083207,2.299562305,1.651796981
369,2018/8/28,3.61860014,2.65128518,2.645995996,1.550751355,2.094814145,2.016778889,1.402913057,1.658590702,2.237626125,2.270595508,2.190275467,1.849998152,1.815959563,2.635161844,1.785380301,1.153111345,1.927005262,1.418509909,1.843573832,2.13190815,1.563872912
370,2018/8/29,3.145259937,1.901132994,1.907278257,2.199999578,2.045512934,2.179228197,1.966563683,2.317946026,1.989979885,2.005680459,2.618167449,1.851217314,1.768933742,2.156854081,1.612258482,1.433308337,1.740492012,1.996432971,2.814138473,1.638587426,1.920081765
371,2018/8/30,3.671020776,2.438936242,2.42546392,1.233604764,0.98531464,1.233044068,1.919126127,2.200544283,2.893309468,2.300388011,2.30362862,2.476239203,1.891023483,2.816412638,1.682065264,1.356075173,2.010869435,2.109862559,1.614913669,2.161646957,2.296970894
372,2018/8/31,3.113721318,2.336800481,2.327270651,1.862589272,1.78498418,1.819212457,1.753888923,1.747665509,2.756016673,2.371177986,2.601645711,1.97727684,2.662579914,2.299153825,2.117429721,1.548220679,2.337659415,1.549482143,1.96823598,2.349762603,1.963161657
373,2018/9/3,2.853714254,2.119222484,2.492268521,1.680921703,2.155335785,1.124308631,1.770629502,1.983882748,2.46251473,1.926277317,2.555876239,1.681203756,1.860592453,2.318383205,1.000723718,1.634189512,1.349749922,1.286103505,1.975498953,1.661569231,1.574973265
374,2018/9/4,3.036084147,2.488075657,2.634639179,1.797906838,1.865691863,2.244846077,1.787130405,2.175396376,3.075351398,1.965299802,2.70439765,3.111063056,3.114343237,2.856701842,2.043223562,1.906214899,2.210784775,1.903344956,1.759476481,2.349077897,1.886006337
375,2018/9/5,4.569308455,2.015601576,2.009480651,1.241110909,1.038853996,1.669323913,1.928335494,2.805175883,2.962512143,1.820395152,2.73935984,2.524367427,2.630938297,3.305080012,1.99935034,1.128131942,2.23108253,1.309377626,2.860072637,1.409107537,1.322256484
376,2018/9/6,4.113269673,2.414242241,2.451562908,1.556743899,1.804691668,2.157655934,2.289484828,2.823279487,3.005293464,1.802163386,2.580667782,2.64520455,2.360293428,2.948788961,1.251090492,1.270690086,1.654415662,2.355689428,1.752802777,2.154538647,1.506453691
377,2018/9/7,3.335109139,2.292025271,2.284550165,1.553555889,1.494322461,1.946282052,2.062347118,2.55301175,3.089922657,2.332828539,2.770523385,2.28538588,2.177222,3.111783317,1.974552282,1.372511474,2.282002642,2.198561127,2.362861907,1.955841419,2.055120097
378,2018/9/10,2.701426124,1.98232205,1.983754957,1.460307132,1.560469851,2.09779857,1.47662347,2.069593085,2.87114892,2.024567675,2.090968973,2.344909632,2.38924718,3.013477616,1.898466587,1.068965231,2.178021044,1.419410001,2.618376041,1.388322146,0.977335136
379,2018/9/11,3.225118856,2.43336665,2.449859519,0.948355686,1.74986806,1.575206016,2.328309025,2.724591582,2.563716208,2.372316663,2.250872747,2.683499955,2.283537058,2.548794189,1.771733517,1.35949902,2.043201475,1.796793324,2.358399611,2.454945471,1.180063035
380,2018/9/12,2.887995063,2.727790312,2.742003481,2.047533728,2.159102304,1.833776526,1.815344392,2.466584615,2.393319341,2.251460747,2.461288617,2.198160483,2.27407093,2.385540456,1.910267167,1.901099769,2.055552906,1.716548244,2.081879523,2.155642725,2.326648314
381,2018/9/13,3.474149115,2.491194749,2.511024615,1.862215299,2.057339584,1.875250552,1.411589317,1.920870261,3.032225016,2.381766448,1.944330976,2.368974004,2.176162089,2.750227003,1.895523339,1.450150708,2.20398342,2.138548638,2.121142446,1.484922884,1.575835746
382,2018/9/14,3.20329065,2.74385187,2.729657274,2.122247192,1.699906537,1.631495428,1.600640031,2.168894127,2.22628781,1.941109528,1.893524584,1.721162601,1.636756301,2.580145569,2.061019665,1.326207561,2.295901708,1.483525039,2.019663581,1.875506072,1.905795835
383,2018/9/17,3.92631786,2.474392677,2.454052372,1.504884902,2.375666364,2.061247608,1.99203337,2.790037695,2.380331183,2.669478108,2.08162134,2.056466193,1.8016153,2.459907497,1.908364716,1.222044951,2.063962843,1.306111471,2.128292245,1.421087866,1.372124968
384,2018/9/18,3.068112586,2.02787869,2.018934303,1.349147096,1.746106308,1.933591579,2.105006825,2.509283097,3.301738415,3.083123478,1.789864223,2.430204054,2.372912703,3.075340262,1.658237651,1.350907381,1.95603153,2.025812053,1.550792846,2.125358018,1.715498091
385,2018/9/19,3.774136275,2.12886068,2.124874591,1.678491787,1.917021039,2.088615288,1.215190142,2.132459623,3.297530994,2.103069849,2.340805507,1.967759826,2.255200152,2.829374251,1.620230219,1.178001549,1.854222778,1.069218517,2.185416909,2.276929483,1.474715386
386,2018/9/20,3.16460514,1.954523792,2.039875091,1.348587654,1.321101066,2.383545259,1.776564605,2.020562609,2.314073378,2.269533053,1.937431894,2.598255882,2.587765648,2.531537156,2.217481664,1.136940661,2.438170641,1.762256007,2.650146089,1.511865848,1.628470948
387,2018/9/21,3.941168705,2.927538789,2.936403152,1.788745285,1.883196523,1.939633301,1.686225271,2.407624272,3.558315154,2.299860289,2.983811565,2.053907548,2.002441888,2.877732902,1.871803771,1.61173344,1.93526634,1.544867136,2.967444876,1.67395929,1.473439634
388,2018/9/25,3.669021897,1.857588498,1.838849513,1.02512422,2.046596601,1.454072683,1.394022519,1.609376007,2.228629575,1.920926351,2.231225037,2.1731964,1.78161339,2.891389746,1.505012294,1.405359557,1.800187628,0.933193836,2.146855576,1.239966916,0.843327084
389,2018/9/26,3.503987925,2.460052493,2.464586569,1.096713727,1.028304768,2.20035926,2.394853977,2.489292159,3.084319858,2.260303906,1.583557709,1.818938891,2.152560689,2.904833994,1.720518557,0.50266276,1.935776352,1.626209349,1.941405857,1.96854397,1.254396508
390,2018/9/27,3.762708145,2.791746554,2.793762395,1.75545313,2.05768399,2.776925058,1.954535783,2.035392259,2.277984046,2.703345177,2.232351972,2.838253299,2.540606979,2.482513209,2.271184271,1.258805412,2.457596411,2.234739321,2.254416942,1.846035358,1.362595737
391,2018/9/28,3.466682199,2.552091917,2.580412553,1.764077951,2.342180961,2.264412801,1.635649125,1.949131476,2.60301147,2.532586096,2.421362872,2.945077613,2.669054789,2.354615915,1.688643742,1.32285881,2.092695402,1.372137659,2.080268586,2.537485528,1.110830198
392,2018/10/8,2.842332,3.031039092,3.049177101,2.118895516,2.818564025,1.480354727,2.391061269,3.052553285,3.308661533,2.288403051,2.613535058,2.546444163,2.519364296,3.135042499,1.683403125,1.83423443,1.944511098,2.445883684,2.220691624,1.892429929,1.925046817
393,2018/10/9,2.243346313,2.139698155,2.182172176,1.504511314,1.802829144,-0.547240466,2.101907689,2.481012358,2.462621803,1.954202129,2.310468856,2.936636705,2.688431495,2.572270148,-1.417604497,1.224231058,-0.917344826,-1.370255153,-1.744817192,-0.813539871,1.389617171
394,2018/10/10,2.870830704,2.256470125,2.273534255,1.455814415,1.722109511,1.532656119,3.588361377,3.752124873,3.028301492,2.356258183,2.734957254,3.251502919,3.263411293,2.592700772,1.625762857,0.704670836,1.868881448,2.354716134,1.953942287,2.542876018,1.368515636
395,2018/10/11,4.117217256,3.515162829,3.509317919,2.120756172,2.150460425,-0.208346045,3.563664849,3.528581329,3.694101354,3.396985603,3.177153519,2.88979604,2.797896488,2.652883762,1.892913536,2.035692353,-0.702822946,-0.775227542,-0.498840829,-1.043188579,2.486316907
396,2018/10/12,2.822291814,2.097932341,2.110801899,2.633261539,2.842300072,1.756708474,2.961190495,3.130391634,3.484305623,2.983898459,2.559227777,2.875582753,2.726619793,3.204799748,1.640268141,1.876334466,2.019987059,1.863408942,2.248720804,1.502689326,2.130287108
397,2018/10/15,4.810164065,2.753158544,2.735384328,2.220102826,2.983664016,0.045193893,2.41614746,2.743392468,3.13155428,2.584818682,2.535215706,2.803571538,2.380927284,2.546778384,1.71467547,0.981888222,-2.311311369,-2.275933171,-1.745577764,-1.040114491,1.088115356
398,2018/10/16,2.874602209,2.151363469,2.191785011,1.763748468,2.06747367,1.778784901,2.952367221,3.217132313,3.337895395,2.662211415,2.333185958,2.888948875,3.050359618,2.999089508,1.629815642,0.573615821,1.694815388,1.848791003,2.133219351,2.006954696,1.184757276
399,2018/10/17,2.685005615,2.1650441,2.151501983,2.043825823,2.149575715,1.831552388,2.667597336,2.784239105,3.465777587,2.275414605,2.427358904,2.854163746,2.975799686,2.96217776,1.991761021,0.975722669,2.134891432,1.908637648,2.094373023,2.128512138,1.339033193
400,2018/10/18,3.031236845,2.398589653,2.409369381,1.800202287,1.747091233,1.847939393,3.044359236,3.220753373,3.012604896,2.476293354,2.136140105,3.001844035,2.598823906,2.923818913,1.831826835,0.398136092,2.05333458,2.082104977,2.32089615,1.788416898,1.515077069
401,2018/10/19,2.149711316,2.000341229,1.997655007,2.16667817,1.707561466,1.206192683,2.740182683,3.163087985,3.86918832,2.855976675,2.243448324,2.466229323,2.842155559,3.384373446,1.90928072,0.902496405,2.321949549,1.650317913,2.090316664,2.230208694,1.269231794
402,2018/10/22,2.657838674,2.204233934,2.215170119,1.137688464,1.324823022,1.576918555,2.513046929,2.688952955,3.892008714,3.018798072,2.458568041,2.882992886,2.934138433,3.221261603,2.02046549,0.882048586,2.249156162,1.705476659,2.476376456,1.436209525,1.235447209
403,2018/10/23,2.272014965,2.848172003,2.845656082,2.118430893,2.556563572,1.366211483,3.266125824,3.4997779,3.691218316,3.071067575,2.931591767,2.822374993,2.516522513,3.443528868,1.491583506,0.202218524,1.668788877,2.212667746,2.246464113,1.415499536,0.642502223
404,2018/10/24,2.239574157,2.117088354,2.200484094,2.228365459,2.14462603,1.730517767,3.653347495,3.973875431,3.369048068,2.733451621,2.741538925,3.131525696,3.05313112,3.031468072,2.037200057,0.254833447,2.27653167,1.907925773,2.398663961,2.45302063,0.953340928
405,2018/10/25,2.323722922,2.360816203,2.368196566,2.354069534,3.510795473,1.995527182,3.15124555,3.381243181,3.570205078,3.284293217,2.971536964,3.229469466,3.214387367,2.757038922,1.868934314,0.624396366,2.048603368,2.156560019,2.371457739,1.999420783,1.233432208
406,2018/10/26,2.155411471,2.537611567,2.52611814,1.82406634,1.55294511,1.978927969,3.321860557,3.590029914,3.171848001,3.30684917,3.230035721,2.770506862,2.942776013,3.085512609,1.94265673,1.646136754,2.160595314,2.404954028,1.730874582,2.08603724,1.443770731
407,2018/10/29,3.562100525,2.375279184,2.371762117,2.369449605,2.061176663,1.878643838,3.799267179,4.097776155,3.569910826,2.954792547,3.176031565,3.130606656,2.799489055,2.817113298,1.467975843,1.199623239,1.730630652,2.08990185,1.713820823,1.798162755,1.323917971
408,2018/10/30,2.296038727,2.330992743,2.340345437,2.008370426,1.88686263,1.638858948,3.073305004,3.288233941,3.569876618,3.356789922,2.524626101,2.915688453,2.9227459,2.917361985,1.578290601,0.828851882,1.578676957,2.091519581,2.354143318,1.43460824,0.638491982
409,2018/10/31,1.766597716,2.380838927,2.390742659,2.236305676,2.57179819,1.872163223,2.573769278,2.73102899,3.135940503,3.025794765,3.011858643,2.380055712,2.597667528,2.558772726,1.350105101,0.943552336,1.753215357,1.781288722,2.458682629,1.736691272,0.425729015
